#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.18498E+04    0.40178E+01   -0.43089E-02    0.40178E+01    0.51508E-01   -0.73961E-05   -0.43089E-02   -0.73961E-05    0.19619E-07
     3    0.18957E+04    0.49567E+01   -0.33565E-02    0.49567E+01    0.84459E-01   -0.62675E-05   -0.33565E-02   -0.62675E-05    0.11519E-07
     4    0.18001E+04    0.49668E+01   -0.26219E-02    0.49668E+01    0.96770E-01   -0.49119E-05   -0.26219E-02   -0.49119E-05    0.76884E-08
     5    0.16699E+04    0.45080E+01   -0.20789E-02    0.45080E+01    0.88225E-01   -0.36108E-05   -0.20789E-02   -0.36108E-05    0.55292E-08
     6    0.15435E+04    0.38648E+01   -0.16752E-02    0.38648E+01    0.67412E-01   -0.24651E-05   -0.16752E-02   -0.24651E-05    0.41767E-08
     7    0.14330E+04    0.31941E+01   -0.13705E-02    0.31941E+01    0.44493E-01   -0.15219E-05   -0.13705E-02   -0.15219E-05    0.32691E-08
     8    0.13406E+04    0.25787E+01   -0.11366E-02    0.25787E+01    0.26383E-01   -0.79584E-06   -0.11366E-02   -0.79584E-06    0.26287E-08
     9    0.12653E+04    0.20600E+01   -0.95400E-03    0.20600E+01    0.15381E-01   -0.28090E-06   -0.95400E-03   -0.28090E-06    0.21593E-08
    10    0.12043E+04    0.16570E+01   -0.80905E-03    0.16570E+01    0.10337E-01    0.44606E-07   -0.80905E-03    0.44606E-07    0.18042E-08
    11    0.11558E+04    0.13725E+01   -0.69248E-03    0.13725E+01    0.86820E-02    0.21354E-06   -0.69248E-03    0.21354E-06    0.15294E-08
    12    0.11172E+04    0.11975E+01   -0.59725E-03    0.11975E+01    0.81585E-02    0.26366E-06   -0.59725E-03    0.26366E-06    0.13117E-08
    13    0.10870E+04    0.11156E+01   -0.51886E-03    0.11156E+01    0.75850E-02    0.23312E-06   -0.51886E-03    0.23312E-06    0.11368E-08
    14    0.10635E+04    0.11051E+01   -0.45348E-03    0.11051E+01    0.67637E-02    0.15654E-06   -0.45348E-03    0.15654E-06    0.99380E-09
    15    0.10457E+04    0.11432E+01   -0.39865E-03    0.11432E+01    0.59877E-02    0.62540E-07   -0.39865E-03    0.62540E-07    0.87565E-09
    16    0.10327E+04    0.12096E+01   -0.35225E-03    0.12096E+01    0.55635E-02   -0.27626E-07   -0.35225E-03   -0.27626E-07    0.77683E-09
    17    0.10234E+04    0.12875E+01   -0.31263E-03    0.12875E+01    0.55793E-02   -0.10022E-06   -0.31263E-03   -0.10022E-06    0.69323E-09
    18    0.10170E+04    0.13639E+01   -0.27871E-03    0.13639E+01    0.59184E-02   -0.14843E-06   -0.27871E-03   -0.14843E-06    0.62207E-09
    19    0.10146E+04    0.14351E+01   -0.24949E-03    0.14351E+01    0.64081E-02   -0.17119E-06   -0.24949E-03   -0.17119E-06    0.56095E-09
    20    0.10140E+04    0.14949E+01   -0.22413E-03    0.14949E+01    0.69279E-02   -0.17160E-06   -0.22413E-03   -0.17160E-06    0.50804E-09
