#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.80709E+03    0.31873E+01   -0.12063E-02    0.31873E+01    0.29442E-01   -0.50390E-05   -0.12063E-02   -0.50390E-05    0.12344E-07
     3    0.79851E+03    0.38978E+01   -0.80891E-03    0.38978E+01    0.56046E-01   -0.45659E-05   -0.80891E-03   -0.45659E-05    0.72960E-08
     4    0.77660E+03    0.40666E+01   -0.57536E-03    0.40666E+01    0.75577E-01   -0.38853E-05   -0.57536E-03   -0.38853E-05    0.49340E-08
     5    0.75652E+03    0.38994E+01   -0.42738E-03    0.38994E+01    0.82281E-01   -0.31572E-05   -0.42738E-03   -0.31572E-05    0.36006E-08
     6    0.74107E+03    0.35518E+01   -0.32802E-03    0.35518E+01    0.76431E-01   -0.24490E-05   -0.32802E-03   -0.24490E-05    0.27598E-08
     7    0.73043E+03    0.31276E+01   -0.25839E-03    0.31276E+01    0.62236E-01   -0.18000E-05   -0.25839E-03   -0.18000E-05    0.21905E-08
     8    0.72387E+03    0.26913E+01   -0.20791E-03    0.26913E+01    0.45147E-01   -0.12320E-05   -0.20791E-03   -0.12320E-05    0.17847E-08
     9    0.72100E+03    0.22810E+01   -0.17025E-03    0.22810E+01    0.29708E-01   -0.75756E-06   -0.17025E-03   -0.75756E-06    0.14840E-08
    10    0.72104E+03    0.19194E+01   -0.14143E-03    0.19194E+01    0.18488E-01   -0.38179E-06   -0.14143E-03   -0.38179E-06    0.12542E-08
    11    0.72362E+03    0.16186E+01   -0.11892E-03    0.16186E+01    0.11969E-01   -0.10266E-06   -0.11892E-03   -0.10266E-06    0.10745E-08
    12    0.72819E+03    0.13829E+01   -0.10094E-03    0.13829E+01    0.91794E-02    0.87310E-07   -0.10094E-03    0.87310E-07    0.93072E-09
    13    0.73449E+03    0.12136E+01   -0.86412E-04    0.12136E+01    0.85612E-02    0.19968E-06   -0.86412E-04    0.19968E-06    0.81408E-09
    14    0.74204E+03    0.11061E+01   -0.74453E-04    0.11061E+01    0.86735E-02    0.24849E-06   -0.74453E-04    0.24849E-06    0.71780E-09
    15    0.75070E+03    0.10535E+01   -0.64531E-04    0.10535E+01    0.86197E-02    0.24876E-06   -0.64531E-04    0.24876E-06    0.63756E-09
    16    0.76026E+03    0.10461E+01   -0.56193E-04    0.10461E+01    0.81054E-02    0.21514E-06   -0.56193E-04    0.21514E-06    0.56988E-09
