#    L    TT             EE             TE             PP             TP          
     2    0.18006E+04    0.54174E-01    0.42504E+01    0.24499E+07   -0.95026E+05
     3    0.18302E+04    0.90027E-01    0.52319E+01    0.36389E+07   -0.12376E+06
     4    0.17325E+04    0.10472E+00    0.52579E+01    0.46071E+07   -0.13664E+06
     5    0.16075E+04    0.97063E-01    0.47936E+01    0.53961E+07   -0.14044E+06
     6    0.14892E+04    0.75512E-01    0.41304E+01    0.60419E+07   -0.13921E+06
     7    0.13877E+04    0.50754E-01    0.34304E+01    0.65763E+07   -0.13529E+06
     8    0.13039E+04    0.30507E-01    0.27810E+01    0.70224E+07   -0.13000E+06
     9    0.12366E+04    0.17742E-01    0.22266E+01    0.73977E+07   -0.12408E+06
    10    0.11829E+04    0.11625E-01    0.17893E+01    0.77145E+07   -0.11794E+06
    11    0.11408E+04    0.95352E-02    0.14739E+01    0.79846E+07   -0.11184E+06
    12    0.11080E+04    0.89539E-02    0.12731E+01    0.82124E+07   -0.10585E+06
    13    0.10830E+04    0.84198E-02    0.11719E+01    0.84084E+07   -0.10012E+06
    14    0.10640E+04    0.75661E-02    0.11486E+01    0.85739E+07   -0.94632E+05
    15    0.10504E+04    0.66574E-02    0.11804E+01    0.87161E+07   -0.89452E+05
    16    0.10410E+04    0.60610E-02    0.12454E+01    0.88372E+07   -0.84568E+05
    17    0.10351E+04    0.59411E-02    0.13255E+01    0.89382E+07   -0.79956E+05
    18    0.10317E+04    0.62185E-02    0.14060E+01    0.90242E+07   -0.75643E+05
    19    0.10321E+04    0.67075E-02    0.14820E+01    0.90962E+07   -0.71611E+05
    20    0.10341E+04    0.72446E-02    0.15461E+01    0.91549E+07   -0.67829E+05
    21    0.10379E+04    0.77866E-02    0.15991E+01    0.92025E+07   -0.64294E+05
    22    0.10433E+04    0.83936E-02    0.16428E+01    0.92408E+07   -0.60993E+05
    23    0.10500E+04    0.91702E-02    0.16806E+01    0.92700E+07   -0.57902E+05
    24    0.10580E+04    0.10203E-01    0.17165E+01    0.92913E+07   -0.55007E+05
    25    0.10670E+04    0.11527E-01    0.17531E+01    0.93056E+07   -0.52287E+05
    26    0.10769E+04    0.13132E-01    0.17933E+01    0.93137E+07   -0.49735E+05
    27    0.10876E+04    0.14987E-01    0.18364E+01    0.93160E+07   -0.47330E+05
    28    0.10991E+04    0.17064E-01    0.18830E+01    0.93134E+07   -0.45069E+05
    29    0.11112E+04    0.19348E-01    0.19298E+01    0.93056E+07   -0.42931E+05
    30    0.11238E+04    0.21836E-01    0.19756E+01    0.92940E+07   -0.40917E+05
    31    0.11370E+04    0.24528E-01    0.20159E+01    0.92784E+07   -0.39013E+05
    32    0.11507E+04    0.27424E-01    0.20492E+01    0.92595E+07   -0.37220E+05
    33    0.11649E+04    0.30518E-01    0.20721E+01    0.92373E+07   -0.35525E+05
    34    0.11795E+04    0.33808E-01    0.20836E+01    0.92124E+07   -0.33924E+05
    35    0.11944E+04    0.37294E-01    0.20821E+01    0.91849E+07   -0.32412E+05
    36    0.12098E+04    0.40991E-01    0.20678E+01    0.91549E+07   -0.30984E+05
    37    0.12255E+04    0.44915E-01    0.20408E+01    0.91229E+07   -0.29635E+05
    38    0.12416E+04    0.49091E-01    0.20020E+01    0.90890E+07   -0.28356E+05
    39    0.12580E+04    0.53529E-01    0.19522E+01    0.90532E+07   -0.27145E+05
    40    0.12745E+04    0.58241E-01    0.18923E+01    0.90158E+07   -0.25997E+05
    41    0.12915E+04    0.63241E-01    0.18226E+01    0.89770E+07   -0.24908E+05
    42    0.13086E+04    0.68530E-01    0.17437E+01    0.89369E+07   -0.23872E+05
    43    0.13261E+04    0.74109E-01    0.16555E+01    0.88955E+07   -0.22886E+05
    44    0.13437E+04    0.79969E-01    0.15573E+01    0.88531E+07   -0.21947E+05
    45    0.13615E+04    0.86116E-01    0.14485E+01    0.88097E+07   -0.21054E+05
    46    0.13797E+04    0.92559E-01    0.13282E+01    0.87653E+07   -0.20203E+05
    47    0.13981E+04    0.99285E-01    0.11958E+01    0.87202E+07   -0.19392E+05
    48    0.14167E+04    0.10630E+00    0.10501E+01    0.86744E+07   -0.18618E+05
    49    0.14354E+04    0.11359E+00    0.89059E+00    0.86280E+07   -0.17881E+05
    50    0.14546E+04    0.12119E+00    0.71685E+00    0.85809E+07   -0.17179E+05
    51    0.14738E+04    0.12908E+00    0.52893E+00    0.85334E+07   -0.16509E+05
    52    0.14934E+04    0.13725E+00    0.32686E+00    0.84854E+07   -0.15870E+05
    53    0.15132E+04    0.14573E+00    0.11066E+00    0.84370E+07   -0.15259E+05
    54    0.15331E+04    0.15450E+00   -0.11917E+00    0.83883E+07   -0.14676E+05
    55    0.15532E+04    0.16357E+00   -0.36216E+00    0.83393E+07   -0.14120E+05
    56    0.15737E+04    0.17296E+00   -0.61808E+00    0.82900E+07   -0.13588E+05
    57    0.15942E+04    0.18263E+00   -0.88691E+00    0.82405E+07   -0.13078E+05
    58    0.16151E+04    0.19261E+00   -0.11689E+01    0.81909E+07   -0.12589E+05
    59    0.16361E+04    0.20290E+00   -0.14640E+01    0.81412E+07   -0.12121E+05
    60    0.16574E+04    0.21345E+00   -0.17710E+01    0.80914E+07   -0.11673E+05
    61    0.16792E+04    0.22428E+00   -0.20887E+01    0.80415E+07   -0.11243E+05
    62    0.17009E+04    0.23537E+00   -0.24188E+01    0.79916E+07   -0.10830E+05
    63    0.17228E+04    0.24673E+00   -0.27628E+01    0.79416E+07   -0.10434E+05
    64    0.17451E+04    0.25839E+00   -0.31227E+01    0.78916E+07   -0.10054E+05
    65    0.17674E+04    0.27038E+00   -0.34999E+01    0.78417E+07   -0.96889E+04
    66    0.17900E+04    0.28264E+00   -0.38931E+01    0.77918E+07   -0.93388E+04
    67    0.18127E+04    0.29516E+00   -0.43002E+01    0.77420E+07   -0.90027E+04
    68    0.18358E+04    0.30796E+00   -0.47196E+01    0.76924E+07   -0.86800E+04
    69    0.18590E+04    0.32098E+00   -0.51486E+01    0.76428E+07   -0.83700E+04
    70    0.18826E+04    0.33422E+00   -0.55875E+01    0.75934E+07   -0.80723E+04
    71    0.19065E+04    0.34767E+00   -0.60375E+01    0.75441E+07   -0.77861E+04
    72    0.19305E+04    0.36129E+00   -0.64997E+01    0.74950E+07   -0.75110E+04
    73    0.19548E+04    0.37508E+00   -0.69750E+01    0.74461E+07   -0.72462E+04
    74    0.19793E+04    0.38905E+00   -0.74624E+01    0.73973E+07   -0.69912E+04
    75    0.20040E+04    0.40323E+00   -0.79609E+01    0.73488E+07   -0.67456E+04
    76    0.20290E+04    0.41763E+00   -0.84704E+01    0.73004E+07   -0.65088E+04
    77    0.20542E+04    0.43223E+00   -0.89911E+01    0.72523E+07   -0.62805E+04
    78    0.20797E+04    0.44706E+00   -0.95241E+01    0.72044E+07   -0.60606E+04
    79    0.21055E+04    0.46205E+00   -0.10065E+02    0.71568E+07   -0.58486E+04
    80    0.21315E+04    0.47719E+00   -0.10616E+02    0.71093E+07   -0.56441E+04
    81    0.21577E+04    0.49242E+00   -0.11177E+02    0.70622E+07   -0.54470E+04
    82    0.21843E+04    0.50777E+00   -0.11748E+02    0.70153E+07   -0.52569E+04
    83    0.22110E+04    0.52321E+00   -0.12328E+02    0.69686E+07   -0.50735E+04
    84    0.22380E+04    0.53874E+00   -0.12916E+02    0.69223E+07   -0.48966E+04
    85    0.22652E+04    0.55434E+00   -0.13513E+02    0.68762E+07   -0.47259E+04
    86    0.22925E+04    0.57002E+00   -0.14119E+02    0.68304E+07   -0.45611E+04
    87    0.23204E+04    0.58574E+00   -0.14731E+02    0.67848E+07   -0.44021E+04
    88    0.23482E+04    0.60153E+00   -0.15351E+02    0.67396E+07   -0.42485E+04
    89    0.23764E+04    0.61737E+00   -0.15978E+02    0.66947E+07   -0.41001E+04
    90    0.24049E+04    0.63320E+00   -0.16610E+02    0.66500E+07   -0.39567E+04
    91    0.24335E+04    0.64904E+00   -0.17249E+02    0.66057E+07   -0.38181E+04
    92    0.24624E+04    0.66486E+00   -0.17892E+02    0.65616E+07   -0.36841E+04
    93    0.24916E+04    0.68066E+00   -0.18540E+02    0.65179E+07   -0.35545E+04
