#           k/h    P           
    0.10000E-03    0.46177E+03
    0.10202E-03    0.47074E+03
    0.10408E-03    0.47989E+03
    0.10618E-03    0.48922E+03
    0.10833E-03    0.49873E+03
    0.11052E-03    0.50842E+03
    0.11275E-03    0.51831E+03
    0.11503E-03    0.52838E+03
    0.11735E-03    0.53866E+03
    0.11972E-03    0.54914E+03
    0.12214E-03    0.55982E+03
    0.12461E-03    0.57071E+03
    0.12712E-03    0.58181E+03
    0.12969E-03    0.59313E+03
    0.13231E-03    0.60467E+03
    0.13499E-03    0.61644E+03
    0.13771E-03    0.62845E+03
    0.14049E-03    0.64068E+03
    0.14333E-03    0.65316E+03
    0.14623E-03    0.66588E+03
    0.14918E-03    0.67885E+03
    0.15220E-03    0.69208E+03
    0.15527E-03    0.70557E+03
    0.15841E-03    0.71932E+03
    0.16161E-03    0.73335E+03
    0.16487E-03    0.74765E+03
    0.16820E-03    0.76223E+03
    0.17160E-03    0.77710E+03
    0.17507E-03    0.79227E+03
    0.17860E-03    0.80774E+03
    0.18221E-03    0.82351E+03
    0.18589E-03    0.83959E+03
    0.18965E-03    0.85600E+03
    0.19348E-03    0.87272E+03
    0.19739E-03    0.88978E+03
    0.20138E-03    0.90718E+03
    0.20544E-03    0.92493E+03
    0.20959E-03    0.94303E+03
    0.21383E-03    0.96149E+03
    0.21815E-03    0.98032E+03
    0.22255E-03    0.99952E+03
    0.22705E-03    0.10191E+04
    0.23164E-03    0.10391E+04
    0.23632E-03    0.10595E+04
    0.24109E-03    0.10803E+04
    0.24596E-03    0.11015E+04
    0.25093E-03    0.11231E+04
    0.25600E-03    0.11452E+04
    0.26117E-03    0.11677E+04
    0.26645E-03    0.11906E+04
    0.27183E-03    0.12141E+04
    0.27732E-03    0.12380E+04
    0.28292E-03    0.12624E+04
    0.28864E-03    0.12872E+04
    0.29447E-03    0.13126E+04
    0.30042E-03    0.13385E+04
    0.30649E-03    0.13650E+04
    0.31268E-03    0.13919E+04
    0.31899E-03    0.14195E+04
    0.32544E-03    0.14475E+04
    0.33201E-03    0.14762E+04
    0.33872E-03    0.15054E+04
    0.34556E-03    0.15353E+04
    0.35254E-03    0.15657E+04
    0.35966E-03    0.15968E+04
    0.36693E-03    0.16286E+04
    0.37434E-03    0.16609E+04
    0.38190E-03    0.16940E+04
    0.38962E-03    0.17277E+04
    0.39749E-03    0.17622E+04
    0.40552E-03    0.17973E+04
    0.41371E-03    0.18332E+04
    0.42207E-03    0.18698E+04
    0.43060E-03    0.19072E+04
