#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   1.33895E+003   5.20082E+000   1.47088E-003   5.20082E+000   7.85749E-002  -8.39734E-006   1.47088E-003  -8.39734E-006   9.66466E-009
     3   1.24613E+003   6.31852E+000   1.04277E-003   6.31852E+000   1.22534E-001  -7.09057E-006   1.04277E-003  -7.09057E-006   5.87255E-009
     4   1.16419E+003   6.35705E+000   7.91002E-004   6.35705E+000   1.32514E-001  -5.43539E-006   7.91002E-004  -5.43539E-006   4.06041E-009
     5   1.10189E+003   5.77852E+000   6.26078E-004   5.77852E+000   1.14139E-001  -3.87490E-006   6.26078E-004  -3.87490E-006   3.01758E-009
     6   1.05637E+003   4.93266E+000   5.10306E-004   4.93266E+000   8.27965E-002  -2.54612E-006   5.10306E-004  -2.54612E-006   2.34885E-009
     7   1.02391E+003   4.04015E+000   4.25086E-004   4.04015E+000   5.22854E-002  -1.49284E-006   4.25086E-004  -1.49284E-006   1.88925E-009
     8   1.00119E+003   3.22640E+000   3.60140E-004   3.22640E+000   2.99927E-002  -7.13203E-007   3.60140E-004  -7.13203E-007   1.55726E-009
     9   9.86187E+002   2.55346E+000   3.09362E-004   2.55346E+000   1.71475E-002  -1.82602E-007   3.09362E-004  -1.82602E-007   1.30837E-009
    10   9.76867E+002   2.04521E+000   2.68821E-004   2.04521E+000   1.13978E-002   1.36138E-007   2.68821E-004   1.36138E-007   1.11607E-009
    11   9.72211E+002   1.69932E+000   2.35978E-004   1.69932E+000   9.44375E-003   2.87261E-007   2.35978E-004   2.87261E-007   9.64195E-010
    12   9.70965E+002   1.49755E+000   2.08931E-004   1.49755E+000   8.77361E-003   3.16137E-007   2.08931E-004   3.16137E-007   8.41518E-010
    13   9.72713E+002   1.41402E+000   1.86446E-004   1.41402E+000   8.19605E-003   2.65744E-007   1.86446E-004   2.65744E-007   7.41189E-010
    14   9.76484E+002   1.41831E+000   1.67491E-004   1.41831E+000   7.54324E-003   1.73343E-007   1.67491E-004   1.73343E-007   6.57716E-010
    15   9.82242E+002   1.48155E+000   1.51350E-004   1.48155E+000   7.08814E-003   6.86807E-008   1.51350E-004   6.86807E-008   5.87640E-010
    16   9.89568E+002   1.57870E+000   1.37463E-004   1.57870E+000   7.07156E-003  -2.69756E-008   1.37463E-004  -2.69756E-008   5.28127E-010
    17   9.98017E+002   1.68998E+000   1.25406E-004   1.68998E+000   7.51643E-003  -1.00653E-007   1.25406E-004  -1.00653E-007   4.77035E-010
    18   1.00682E+003   1.80049E+000   1.14857E-004   1.80049E+000   8.27667E-003  -1.46847E-007   1.14857E-004  -1.46847E-007   4.32950E-010
    19   1.01824E+003   1.90756E+000   1.05540E-004   1.90756E+000   9.19909E-003  -1.65955E-007   1.05540E-004  -1.65955E-007   3.94589E-010
    20   1.02969E+003   2.00277E+000   9.72838E-005   2.00277E+000   1.01986E-002  -1.62341E-007   9.72838E-005  -1.62341E-007   3.60956E-010
    21   1.04175E+003   2.08778E+000   8.99132E-005   2.08778E+000   1.13113E-002  -1.42664E-007   8.99132E-005  -1.42664E-007   3.31327E-010
    22   1.05443E+003   2.16473E+000   8.33130E-005   2.16473E+000   1.26341E-002  -1.14248E-007   8.33130E-005  -1.14248E-007   3.05102E-010
    23   1.06761E+003   2.23645E+000   7.73849E-005   2.23645E+000   1.42623E-002  -8.38426E-008   7.73849E-005  -8.38426E-008   2.81755E-010
    24   1.08128E+003   2.30649E+000   7.20406E-005   2.30649E+000   1.62464E-002  -5.67632E-008   7.20406E-005  -5.67632E-008   2.60883E-010
    25   1.09533E+003   2.37634E+000   6.72184E-005   2.37634E+000   1.85870E-002  -3.64446E-008   6.72184E-005  -3.64446E-008   2.42147E-010
    26   1.10980E+003   2.44809E+000   6.28457E-005   2.44809E+000   2.12566E-002  -2.43962E-008   6.28457E-005  -2.43962E-008   2.25274E-010
    27   1.12456E+003   2.51982E+000   5.88849E-005   2.51982E+000   2.42249E-002  -2.04900E-008   5.88849E-005  -2.04900E-008   2.10016E-010
    28   1.13967E+003   2.59178E+000   5.52756E-005   2.59178E+000   2.74751E-002  -2.33520E-008   5.52756E-005  -2.33520E-008   1.96181E-010
    29   1.15510E+003   2.65960E+000   5.19874E-005   2.65960E+000   3.10019E-002  -3.08096E-008   5.19874E-005  -3.08096E-008   1.83586E-010
    30   1.17081E+003   2.72230E+000   4.89702E-005   2.72230E+000   3.48067E-002  -4.04280E-008   4.89702E-005  -4.04280E-008   1.72104E-010
    31   1.18676E+003   2.77471E+000   4.62040E-005   2.77471E+000   3.88863E-002  -4.99744E-008   4.62040E-005  -4.99744E-008   1.61596E-010
