#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   1.18832E+003   3.66718E+000   1.44379E-003   3.66718E+000   5.53160E-002  -7.03321E-006   1.44379E-003  -7.03321E-006   9.24815E-009
     3   1.11496E+003   4.59421E+000   1.02118E-003   4.59421E+000   9.19678E-002  -6.13141E-006   1.02118E-003  -6.13141E-006   5.61773E-009
     4   1.04462E+003   4.74661E+000   7.74158E-004   4.74661E+000   1.05693E-001  -4.84125E-006   7.74158E-004  -4.84125E-006   3.88428E-009
     5   9.89585E+002   4.43036E+000   6.12593E-004   4.43036E+000   9.62389E-002  -3.54555E-006   6.12593E-004  -3.54555E-006   2.88704E-009
     6   9.49148E+002   3.88781E+000   4.99182E-004   3.88781E+000   7.32829E-002  -2.38314E-006   4.99182E-004  -2.38314E-006   2.24759E-009
     7   9.20639E+002   3.27433E+000   4.15659E-004   3.27433E+000   4.81463E-002  -1.41873E-006   4.15659E-004  -1.41873E-006   1.80811E-009
     8   9.01292E+002   2.68309E+000   3.51965E-004   2.68309E+000   2.84360E-002  -6.76000E-007   3.51965E-004  -6.76000E-007   1.49063E-009
     9   8.89301E+002   2.16691E+000   3.02142E-004   2.16691E+000   1.65941E-002  -1.52669E-007   3.02142E-004  -1.52669E-007   1.25260E-009
    10   8.82772E+002   1.75480E+000   2.62359E-004   1.75480E+000   1.12571E-002   1.72241E-007   2.62359E-004   1.72241E-007   1.06866E-009
    11   8.80676E+002   1.45673E+000   2.30142E-004   1.45673E+000   9.54712E-003   3.32884E-007   2.30142E-004   3.32884E-007   9.23373E-010
    12   8.81821E+002   1.26841E+000   2.03627E-004   1.26841E+000   8.98544E-003   3.69235E-007   2.03627E-004   3.69235E-007   8.06003E-010
    13   8.85716E+002   1.17598E+000   1.81606E-004   1.17598E+000   8.31145E-003   3.22059E-007   1.81606E-004   3.22059E-007   7.10004E-010
    14   8.91470E+002   1.15835E+000   1.63058E-004   1.15835E+000   7.34979E-003   2.28230E-007   1.63058E-004   2.28230E-007   6.30123E-010
    15   8.98981E+002   1.19266E+000   1.47287E-004   1.19266E+000   6.44725E-003   1.18202E-007   1.47287E-004   1.18202E-007   5.63055E-010
    16   9.07875E+002   1.25754E+000   1.33733E-004   1.25754E+000   5.94335E-003   1.44740E-008   1.33733E-004   1.44740E-008   5.06091E-010
    17   9.17776E+002   1.33531E+000   1.21971E-004   1.33531E+000   5.92538E-003  -6.85598E-008   1.21971E-004  -6.85598E-008   4.57182E-010
    18   9.28097E+002   1.41215E+000   1.11689E-004   1.41215E+000   6.25483E-003  -1.24039E-007   1.11689E-004  -1.24039E-007   4.14976E-010
    19   9.40457E+002   1.48396E+000   1.02613E-004   1.48396E+000   6.73686E-003  -1.51292E-007   1.02613E-004  -1.51292E-007   3.78246E-010
    20   9.52953E+002   1.54423E+000   9.45691E-005   1.54423E+000   7.24078E-003  -1.54015E-007   9.45691E-005  -1.54015E-007   3.46040E-010
    21   9.66005E+002   1.59417E+000   8.73886E-005   1.59417E+000   7.76777E-003  -1.38596E-007   8.73886E-005  -1.38596E-007   3.17666E-010
    22   9.79595E+002   1.63627E+000   8.09580E-005   1.63627E+000   8.40551E-003  -1.12431E-007   8.09580E-005  -1.12431E-007   2.92549E-010
    23   9.93632E+002   1.67394E+000   7.51805E-005   1.67394E+000   9.25878E-003  -8.25888E-008   7.51805E-005  -8.25888E-008   2.70187E-010
    24   1.00809E+003   1.71110E+000   6.99721E-005   1.71110E+000   1.03938E-002  -5.48360E-008   6.99721E-005  -5.48360E-008   2.50194E-010
    25   1.02289E+003   1.75002E+000   6.52707E-005   1.75002E+000   1.18225E-002  -3.30942E-008   6.52707E-005  -3.30942E-008   2.32245E-010
    26   1.03805E+003   1.79281E+000   6.10094E-005   1.79281E+000   1.35203E-002  -1.93201E-008   6.10094E-005  -1.93201E-008   2.16081E-010
    27   1.05348E+003   1.83845E+000   5.71484E-005   1.83845E+000   1.54540E-002  -1.37419E-008   5.71484E-005  -1.37419E-008   2.01461E-010
    28   1.06920E+003   1.88669E+000   5.36326E-005   1.88669E+000   1.76012E-002  -1.52282E-008   5.36326E-005  -1.52282E-008   1.88205E-010
    29   1.08520E+003   1.93396E+000   5.04289E-005   1.93396E+000   1.99537E-002  -2.17373E-008   5.04289E-005  -2.17373E-008   1.76135E-010
    30   1.10144E+003   1.97858E+000   4.74919E-005   1.97858E+000   2.25117E-002  -3.08639E-008   4.74919E-005  -3.08639E-008   1.65132E-010
    31   1.11790E+003   2.01612E+000   4.47988E-005   2.01612E+000   2.52743E-002  -4.03318E-008   4.47988E-005  -4.03318E-008   1.55062E-010
    32   1.13462E+003   2.04531E+000   4.23166E-005   2.04531E+000   2.82376E-002  -4.83556E-008   4.23166E-005  -4.83556E-008   1.45832E-010
    33   1.15158E+003   2.06279E+000   4.00273E-005   2.06279E+000   3.13964E-002  -5.37574E-008   4.00273E-005  -5.37574E-008   1.37346E-010
    34   1.16874E+003   2.06813E+000   3.79045E-005   2.06813E+000   3.47518E-002  -5.60093E-008   3.79045E-005  -5.60093E-008   1.29532E-010
    35   1.18614E+003   2.06009E+000   3.59344E-005   2.06009E+000   3.83128E-002  -5.52040E-008   3.59344E-005  -5.52040E-008   1.22319E-010
    36   1.20377E+003   2.03949E+000   3.41015E-005   2.03949E+000   4.20970E-002  -5.19563E-008   3.41015E-005  -5.19563E-008   1.15648E-010
    37   1.22160E+003   2.00640E+000   3.23974E-005   2.00640E+000   4.61252E-002  -4.71740E-008   3.23974E-005  -4.71740E-008   1.09469E-010
    38   1.23966E+003   1.96199E+000   3.08082E-005   1.96199E+000   5.04207E-002  -4.18528E-008   3.08082E-005  -4.18528E-008   1.03733E-010
    39   1.25793E+003   1.90710E+000   2.93248E-005   1.90710E+000   5.49900E-002  -3.67245E-008   2.93248E-005  -3.67245E-008   9.84015E-011
    40   1.27626E+003   1.84233E+000   2.79402E-005   1.84233E+000   5.98412E-002  -3.24479E-008   2.79402E-005  -3.24479E-008   9.34388E-011
    41   1.29488E+003   1.76801E+000   2.66471E-005   1.76801E+000   6.49847E-002  -2.95589E-008   2.66471E-005  -2.95589E-008   8.88103E-011
    42   1.31363E+003   1.68426E+000   2.54379E-005   1.68426E+000   7.04211E-002  -2.81037E-008   2.54379E-005  -2.81037E-008   8.44883E-011
    43   1.33269E+003   1.59075E+000   2.43053E-005   1.59075E+000   7.61499E-002  -2.79500E-008   2.43053E-005  -2.79500E-008   8.04472E-011
    44   1.35176E+003   1.48652E+000   2.32429E-005   1.48652E+000   8.21628E-002  -2.87432E-008   2.32429E-005  -2.87432E-008   7.66641E-011
    45   1.37105E+003   1.37082E+000   2.22451E-005   1.37082E+000   8.84653E-002  -3.00771E-008   2.22451E-005  -3.00771E-008   7.31170E-011
    46   1.39058E+003   1.24276E+000   2.13069E-005   1.24276E+000   9.50669E-002  -3.15619E-008   2.13069E-005  -3.15619E-008   6.97879E-011
    47   1.41033E+003   1.10160E+000   2.04235E-005   1.10160E+000   1.01955E-001  -3.28369E-008   2.04235E-005  -3.28369E-008   6.66600E-011
    48   1.43021E+003   9.46447E-001   1.95901E-005   9.46447E-001   1.09135E-001  -3.36417E-008   1.95901E-005  -3.36417E-008   6.37180E-011
    49   1.45026E+003   7.76839E-001   1.88024E-005   7.76839E-001   1.16602E-001  -3.37971E-008   1.88024E-005  -3.37971E-008   6.09479E-011
    50   1.47062E+003   5.92641E-001   1.80575E-005   5.92641E-001   1.24378E-001  -3.33483E-008   1.80575E-005  -3.33483E-008   5.83369E-011
    51   1.49105E+003   3.94066E-001   1.73533E-005   3.94066E-001   1.32457E-001  -3.24070E-008   1.73533E-005  -3.24070E-008   5.58732E-011
    52   1.51188E+003   1.81269E-001   1.66863E-005   1.81269E-001   1.40820E-001  -3.11260E-008   1.66863E-005  -3.11260E-008   5.35466E-011
    53   1.53287E+003  -4.56426E-002   1.60535E-005  -4.56426E-002   1.49504E-001  -2.96740E-008   1.60535E-005  -2.96740E-008   5.13475E-011
