#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   5.98589E+003  -7.45584E-002   1.84117E-003  -7.45584E-002   3.35408E-002  -2.41803E-006   1.84117E-003  -2.41803E-006   8.43094E-010
     3   5.75369E+003   4.41972E-001   1.36500E-003   4.41972E-001   5.39410E-002  -1.68562E-006   1.36500E-003  -1.68562E-006   4.54653E-010
     4   5.39825E+003   2.78793E+000   1.07628E-003   2.78793E+000   5.91738E-002  -7.01787E-007   1.07628E-003  -7.01787E-007   2.96320E-010
     5   5.03605E+003   6.09217E+000   8.81877E-004   6.09217E+000   5.71051E-002   2.18528E-007   8.81877E-004   2.18528E-007   2.13314E-010
     6   4.69793E+003   9.61548E+000   7.42019E-004   9.61548E+000   5.84109E-002   9.70154E-007   7.42019E-004   9.70154E-007   1.63310E-010
     7   4.39291E+003   1.27437E+001   6.36799E-004   1.27437E+001   6.79997E-002   1.51410E-006   6.36799E-004   1.51410E-006   1.30401E-010
     8   4.12214E+003   1.50539E+001   5.55019E-004   1.50539E+001   8.33612E-002   1.84638E-006   5.55019E-004   1.84638E-006   1.07351E-010
     9   3.88484E+003   1.63466E+001   4.89912E-004   1.63466E+001   9.78380E-002   1.98714E-006   4.89912E-004   1.98714E-006   9.04473E-011
    10   3.67732E+003   1.66223E+001   4.36969E-004   1.66223E+001   1.05226E-001   1.97140E-006   4.36969E-004   1.97140E-006   7.75881E-011
    11   3.49728E+003   1.60354E+001   3.93309E-004   1.60354E+001   1.02827E-001   1.84235E-006   3.93309E-004   1.84235E-006   6.75399E-011
    12   3.34023E+003   1.48183E+001   3.56657E-004   1.48183E+001   9.18397E-002   1.64279E-006   3.56657E-004   1.64279E-006   5.94788E-011
    13   3.20374E+003   1.32387E+001   3.25628E-004   1.32387E+001   7.59661E-002   1.41239E-006   3.25628E-004   1.41239E-006   5.29117E-011
    14   3.08366E+003   1.15371E+001   2.98947E-004   1.15371E+001   5.92987E-002   1.18173E-006   2.98947E-004   1.18173E-006   4.74551E-011
    15   2.97767E+003   9.91203E+000   2.75821E-004   9.91203E+000   4.49173E-002   9.72939E-007   2.75821E-004   9.72939E-007   4.28720E-011
    16   2.88340E+003   8.49617E+000   2.55562E-004   8.49617E+000   3.43114E-002   7.98303E-007   2.55562E-004   7.98303E-007   3.89717E-011
    17   2.79907E+003   7.35733E+000   2.37646E-004   7.35733E+000   2.76226E-002   6.61968E-007   2.37646E-004   6.61968E-007   3.56114E-011
    18   2.72300E+003   6.50736E+000   2.21736E-004   6.50736E+000   2.41955E-002   5.62119E-007   2.21736E-004   5.62119E-007   3.26996E-011
    19   2.65544E+003   5.91808E+000   2.07484E-004   5.91808E+000   2.30863E-002   4.92535E-007   2.07484E-004   4.92535E-007   3.01527E-011
    20   2.59416E+003   5.52961E+000   1.94655E-004   5.52961E+000   2.33706E-002   4.45148E-007   1.94655E-004   4.45148E-007   2.79062E-011
    21   2.53893E+003   5.27724E+000   1.83064E-004   5.27724E+000   2.43072E-002   4.11771E-007   1.83064E-004   4.11771E-007   2.59143E-011
    22   2.48923E+003   5.09940E+000   1.72554E-004   5.09940E+000   2.53706E-002   3.85377E-007   1.72554E-004   3.85377E-007   2.41391E-011
    23   2.44454E+003   4.94611E+000   1.62981E-004   4.94611E+000   2.62553E-002   3.60779E-007   1.62981E-004   3.60779E-007   2.25470E-011
    24   2.40447E+003   4.78420E+000   1.54236E-004   4.78420E+000   2.68675E-002   3.34962E-007   1.54236E-004   3.34962E-007   2.11129E-011
    25   2.36862E+003   4.59752E+000   1.46222E-004   4.59752E+000   2.72892E-002   3.06850E-007   1.46222E-004   3.06850E-007   1.98153E-011
    26   2.33662E+003   4.38422E+000   1.38859E-004   4.38422E+000   2.77157E-002   2.76876E-007   1.38859E-004   2.76876E-007   1.86373E-011
    27   2.30810E+003   4.15189E+000   1.32069E-004   4.15189E+000   2.83776E-002   2.46366E-007   1.32069E-004   2.46366E-007   1.75631E-011
    28   2.28269E+003   3.91383E+000   1.25791E-004   3.91383E+000   2.94736E-002   2.17010E-007   1.25791E-004   2.17010E-007   1.65811E-011
    29   2.26015E+003   3.68292E+000   1.19964E-004   3.68292E+000   3.11280E-002   1.90324E-007   1.19964E-004   1.90324E-007   1.56793E-011
    30   2.24015E+003   3.47061E+000   1.14549E-004   3.47061E+000   3.33858E-002   1.67398E-007   1.14549E-004   1.67398E-007   1.48503E-011
    31   2.22253E+003   3.28198E+000   1.09499E-004   3.28198E+000   3.62234E-002   1.48683E-007   1.09499E-004   1.48683E-007   1.40850E-011
    32   2.20704E+003   3.11899E+000   1.04782E-004   3.11899E+000   3.95788E-002   1.34062E-007   1.04782E-004   1.34062E-007   1.33777E-011
    33   2.19364E+003   2.97716E+000   1.00366E-004   2.97716E+000   4.33726E-002   1.22921E-007   1.00366E-004   1.22921E-007   1.27216E-011
    34   2.18205E+003   2.85051E+000   9.62256E-005   2.85051E+000   4.75289E-002   1.14371E-007   9.62256E-005   1.14371E-007   1.21124E-011
    35   2.17229E+003   2.73010E+000   9.23394E-005   2.73010E+000   5.19850E-002   1.07436E-007   9.23394E-005   1.07436E-007   1.15453E-011
    36   2.16419E+003   2.60872E+000   8.86837E-005   2.60872E+000   5.66994E-002   1.01248E-007   8.86837E-005   1.01248E-007   1.10162E-011
    37   2.15771E+003   2.47903E+000   8.52433E-005   2.47903E+000   6.16556E-002   9.51573E-008   8.52433E-005   9.51573E-008   1.05219E-011
    38   2.15275E+003   2.33596E+000   8.19999E-005   2.33596E+000   6.68595E-002   8.87259E-008   8.19999E-005   8.87259E-008   1.00593E-011
    39   2.14921E+003   2.17827E+000   7.89386E-005   2.17827E+000   7.23354E-002   8.19601E-008   7.89386E-005   8.19601E-008   9.62558E-012
    40   2.14689E+003   2.00551E+000   7.60455E-005   2.00551E+000   7.81169E-002   7.49744E-008   7.60455E-005   7.49744E-008   9.21847E-012
    41   2.14594E+003   1.81763E+000   7.33071E-005   1.81763E+000   8.42405E-002   6.79236E-008   7.33071E-005   6.79236E-008   8.83562E-012
    42   2.14613E+003   1.61682E+000   7.07121E-005   1.61682E+000   9.07337E-002   6.11243E-008   7.07121E-005   6.11243E-008   8.47516E-012
    43   2.14754E+003   1.40541E+000   6.82499E-005   1.40541E+000   9.76186E-002   5.48952E-008   6.82499E-005   5.48952E-008   8.13537E-012
    44   2.14982E+003   1.18454E+000   6.59107E-005   1.18454E+000   1.04892E-001   4.94030E-008   6.59107E-005   4.94030E-008   7.81465E-012
    45   2.15315E+003   9.55234E-001   6.36854E-005   9.55234E-001   1.12557E-001   4.47416E-008   6.36854E-005   4.47416E-008   7.51152E-012
    46   2.15750E+003   7.17292E-001   6.15668E-005   7.17292E-001   1.20613E-001   4.08670E-008   6.15668E-005   4.08670E-008   7.22473E-012
    47   2.16278E+003   4.70244E-001   5.95481E-005   4.70244E-001   1.29037E-001   3.76801E-008   5.95481E-005   3.76801E-008   6.95312E-012
    48   2.16888E+003   2.12601E-001   5.76232E-005   2.12601E-001   1.37820E-001   3.49996E-008   5.76232E-005   3.49996E-008   6.69565E-012
    49   2.17581E+003  -5.69952E-002   5.57865E-005  -5.69952E-002   1.46944E-001   3.26331E-008   5.57865E-005   3.26331E-008   6.45132E-012
    50   2.18369E+003  -3.40021E-001   5.40325E-005  -3.40021E-001   1.56421E-001   3.04264E-008   5.40325E-005   3.04264E-008   6.21925E-012
    51   2.19223E+003  -6.37585E-001   5.23560E-005  -6.37585E-001   1.66238E-001   2.82510E-008   5.23560E-005   2.82510E-008   5.99859E-012
    52   2.20174E+003  -9.50370E-001   5.07527E-005  -9.50370E-001   1.76373E-001   2.60445E-008   5.07527E-005   2.60445E-008   5.78862E-012
    53   2.21198E+003  -1.27893E+000   4.92187E-005  -1.27893E+000   1.86860E-001   2.37779E-008   4.92187E-005   2.37779E-008   5.58867E-012
    54   2.22282E+003  -1.62316E+000   4.77497E-005  -1.62316E+000   1.97679E-001   2.14894E-008   4.77497E-005   2.14894E-008   5.39813E-012
    55   2.23438E+003  -1.98282E+000   4.63419E-005  -1.98282E+000   2.08844E-001   1.92358E-008   4.63419E-005   1.92358E-008   5.21639E-012
    56   2.24673E+003  -2.35738E+000   4.49915E-005  -2.35738E+000   2.20356E-001   1.70814E-008   4.49915E-005   1.70814E-008   5.04291E-012
    57   2.25967E+003  -2.74638E+000   4.36954E-005  -2.74638E+000   2.32206E-001   1.50866E-008   4.36954E-005   1.50866E-008   4.87721E-012
    58   2.27327E+003  -3.14988E+000   4.24508E-005  -3.14988E+000   2.44400E-001   1.32888E-008   4.24508E-005   1.32888E-008   4.71885E-012
    59   2.28748E+003  -3.56766E+000   4.12550E-005  -3.56766E+000   2.56934E-001   1.17073E-008   4.12550E-005   1.17073E-008   4.56741E-012
    60   2.30231E+003  -3.99818E+000   4.01052E-005  -3.99818E+000   2.69763E-001   1.03114E-008   4.01052E-005   1.03114E-008   4.42247E-012
    61   2.31805E+003  -4.44002E+000   3.89988E-005  -4.44002E+000   2.82888E-001   9.06177E-009   3.89988E-005   9.06177E-009   4.28361E-012
    62   2.33408E+003  -4.89455E+000   3.79337E-005  -4.89455E+000   2.96302E-001   7.93452E-009   3.79337E-005   7.93452E-009   4.15054E-012
    63   2.35058E+003  -5.36349E+000   3.69083E-005  -5.36349E+000   3.09994E-001   6.90949E-009   3.69083E-005   6.90949E-009   4.02299E-012
    64   2.36783E+003  -5.84876E+000   3.59207E-005  -5.84876E+000   3.24006E-001   5.96656E-009   3.59207E-005   5.96656E-009   3.90067E-012
    65   2.38541E+003  -6.35167E+000   3.49691E-005  -6.35167E+000   3.38342E-001   5.08558E-009   3.49691E-005   5.08558E-009   3.78332E-012
    66   2.40360E+003  -6.87104E+000   3.40517E-005  -6.87104E+000   3.52957E-001   4.24644E-009   3.40517E-005   4.24644E-009   3.67066E-012
    67   2.42221E+003  -7.40463E+000   3.31667E-005  -7.40463E+000   3.67831E-001   3.42900E-009   3.31667E-005   3.42900E-009   3.56241E-012
    68   2.44151E+003  -7.95092E+000   3.23124E-005  -7.95092E+000   3.82977E-001   2.61804E-009   3.23124E-005   2.61804E-009   3.45832E-012
    69   2.46128E+003  -8.50699E+000   3.14875E-005  -8.50699E+000   3.98323E-001   1.81789E-009   3.14875E-005   1.81789E-009   3.35820E-012
