#    L    TT             EE             TE             PP             TP          
     2   8.35613E+002   5.56694E-002   4.18963E+000   1.69623E+006  -4.61560E+003
     3   8.41476E+002   9.22323E-002   4.94015E+000   2.59457E+006  -4.97903E+003
     4   8.29529E+002   1.05891E-001   4.95267E+000   3.38886E+006  -5.61377E+003
     5   8.16635E+002   9.63774E-002   4.54267E+000   4.08708E+006  -6.42157E+003
     6   8.07285E+002   7.33693E-002   3.93918E+000   4.70042E+006  -7.30426E+003
     7   8.02377E+002   4.81902E-002   3.28712E+000   5.24193E+006  -8.20673E+003
     8   8.01402E+002   2.84475E-002   2.67262E+000   5.72211E+006  -9.09279E+003
     9   8.04018E+002   1.65833E-002   2.14390E+000   6.14997E+006  -9.93409E+003
    10   8.09316E+002   1.12334E-002   1.72670E+000   6.53161E+006  -1.07040E+004
    11   8.16925E+002   9.51849E-003   1.42846E+000   6.87445E+006  -1.13931E+004
    12   8.26162E+002   8.95810E-003   1.24297E+000   7.18025E+006  -1.19870E+004
    13   8.36857E+002   8.28956E-003   1.15496E+000   7.45664E+006  -1.24998E+004
    14   8.48396E+002   7.33556E-003   1.14230E+000   7.70393E+006  -1.29285E+004
    15   8.60859E+002   6.44115E-003   1.18139E+000   7.92767E+006  -1.32956E+004
    16   8.74029E+002   5.94450E-003   1.25036E+000   8.12936E+006  -1.36079E+004
    17   8.87653E+002   5.93198E-003   1.33123E+000   8.30966E+006  -1.38681E+004
    18   9.01229E+002   6.26460E-003   1.41009E+000   8.47294E+006  -1.40963E+004
    19   9.16451E+002   6.74756E-003   1.48291E+000   8.61992E+006  -1.42997E+004
    20   9.31480E+002   7.25047E-003   1.54335E+000   8.75120E+006  -1.44728E+004
    21   9.46781E+002   7.77514E-003   1.59289E+000   8.86885E+006  -1.46280E+004
    22   9.62376E+002   8.40989E-003   1.63426E+000   8.97452E+006  -1.47660E+004
    23   9.78204E+002   9.26018E-003   1.67116E+000   9.06853E+006  -1.48827E+004
    24   9.94266E+002   1.03927E-002   1.70768E+000   9.15198E+006  -1.49798E+004
    25   1.01051E+003   1.18199E-002   1.74624E+000   9.22570E+006  -1.50549E+004
    26   1.02697E+003   1.35172E-002   1.78899E+000   9.29080E+006  -1.51131E+004
    27   1.04357E+003   1.54512E-002   1.83491E+000   9.34748E+006  -1.51476E+004
    28   1.06035E+003   1.75996E-002   1.88370E+000   9.39682E+006  -1.51654E+004
    29   1.07731E+003   1.99536E-002   1.93167E+000   9.43861E+006  -1.51619E+004
    30   1.09442E+003   2.25134E-002   1.97704E+000   9.47437E+006  -1.51485E+004
    31   1.11168E+003   2.52774E-002   2.01526E+000   9.50378E+006  -1.51196E+004
    32   1.12912E+003   2.82417E-002   2.04498E+000   9.52790E+006  -1.50826E+004
    33   1.14674E+003   3.14009E-002   2.06283E+000   9.54659E+006  -1.50342E+004
    34   1.16450E+003   3.47563E-002   2.06833E+000   9.56067E+006  -1.49817E+004
    35   1.18245E+003   3.83168E-002   2.06027E+000   9.57021E+006  -1.49234E+004
    36   1.20058E+003   4.21002E-002   2.03951E+000   9.57554E+006  -1.48605E+004
    37   1.21888E+003   4.61274E-002   2.00621E+000   9.57706E+006  -1.47911E+004
    38   1.23736E+003   5.04220E-002   1.96159E+000   9.57500E+006  -1.47174E+004
    39   1.25601E+003   5.49906E-002   1.90652E+000   9.56956E+006  -1.46393E+004
    40   1.27471E+003   5.98414E-002   1.84164E+000   9.56098E+006  -1.45559E+004
    41   1.29365E+003   6.49848E-002   1.76732E+000   9.54949E+006  -1.44665E+004
    42   1.31270E+003   7.04214E-002   1.68367E+000   9.53533E+006  -1.43719E+004
    43   1.33204E+003   7.61506E-002   1.59034E+000   9.51868E+006  -1.42731E+004
    44   1.35136E+003   8.21640E-002   1.48632E+000   9.49968E+006  -1.41705E+004
    45   1.37088E+003   8.84670E-002   1.37085E+000   9.47845E+006  -1.40643E+004
    46   1.39063E+003   9.50691E-002   1.24299E+000   9.45516E+006  -1.39548E+004
    47   1.41057E+003   1.01958E-001   1.10199E+000   9.43001E+006  -1.38427E+004
    48   1.43064E+003   1.09138E-001   9.46938E-001   9.40312E+006  -1.37291E+004
    49   1.45085E+003   1.16605E-001   7.77353E-001   9.37462E+006  -1.36150E+004
    50   1.47136E+003   1.24380E-001   5.93121E-001   9.34459E+006  -1.34997E+004
    51   1.49193E+003   1.32459E-001   3.94484E-001   9.31311E+006  -1.33826E+004
    52   1.51289E+003   1.40821E-001   1.81609E-001   9.28031E+006  -1.32646E+004
    53   1.53400E+003   1.49505E-001  -4.53888E-002   9.24633E+006  -1.31468E+004
    54   1.55515E+003   1.58487E-001  -2.85948E-001   9.21123E+006  -1.30286E+004
    55   1.57649E+003   1.67781E-001  -5.39584E-001   9.17510E+006  -1.29093E+004
    56   1.59813E+003   1.77384E-001  -8.06189E-001   9.13799E+006  -1.27890E+004
    57   1.61990E+003   1.87289E-001  -1.08585E+000   9.09998E+006  -1.26679E+004
    58   1.64188E+003   1.97501E-001  -1.37893E+000   9.06117E+006  -1.25463E+004
    59   1.66406E+003   2.08023E-001  -1.68550E+000   9.02164E+006  -1.24246E+004
    60   1.68646E+003   2.18811E-001  -2.00451E+000   8.98145E+006  -1.23026E+004
    61   1.70941E+003   2.29874E-001  -2.33495E+000   8.94061E+006  -1.21804E+004
    62   1.73227E+003   2.41209E-001  -2.67822E+000   8.89918E+006  -1.20580E+004
    63   1.75527E+003   2.52810E-001  -3.03593E+000   8.85720E+006  -1.19357E+004
    64   1.77866E+003   2.64724E-001  -3.40993E+000   8.81473E+006  -1.18136E+004
    65   1.80205E+003   2.76959E-001  -3.80146E+000   8.77182E+006  -1.16919E+004
    66   1.82573E+003   2.89473E-001  -4.20925E+000   8.72852E+006  -1.15708E+004
    67   1.84950E+003   3.02254E-001  -4.63096E+000   8.68488E+006  -1.14504E+004
    68   1.87366E+003   3.15316E-001  -5.06504E+000   8.64094E+006  -1.13308E+004
    69   1.89799E+003   3.28594E-001  -5.50869E+000   8.59675E+006  -1.12121E+004
    70   1.92266E+003   3.42102E-001  -5.96226E+000   8.55231E+006  -1.10942E+004
    71   1.94755E+003   3.55808E-001  -6.42703E+000   8.50768E+006  -1.09771E+004
    72   1.97268E+003   3.69699E-001  -6.90424E+000   8.46286E+006  -1.08608E+004
    73   1.99799E+003   3.83757E-001  -7.39460E+000   8.41790E+006  -1.07451E+004
