#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.18006E+04    0.54174E-01    0.00000E+00    0.42504E+01    0.11810E-06   -0.10194E-01   -0.18906E-04
     3    0.18302E+04    0.90027E-01    0.00000E+00    0.52319E+01    0.13860E-06   -0.11127E-01   -0.22791E-04
     4    0.17325E+04    0.10472E+00    0.00000E+00    0.52579E+01    0.15423E-06   -0.11151E-01   -0.23238E-04
     5    0.16075E+04    0.97063E-01    0.00000E+00    0.47936E+01    0.16648E-06   -0.10781E-01   -0.21128E-04
     6    0.14892E+04    0.75512E-01    0.00000E+00    0.41304E+01    0.17620E-06   -0.10244E-01   -0.17289E-04
     7    0.13877E+04    0.50754E-01    0.00000E+00    0.34304E+01    0.18403E-06   -0.96523E-02   -0.12556E-04
     8    0.13039E+04    0.30507E-01    0.00000E+00    0.27810E+01    0.19042E-06   -0.90582E-02   -0.76839E-05
     9    0.12366E+04    0.17742E-01    0.00000E+00    0.22266E+01    0.19568E-06   -0.84864E-02   -0.32980E-05
    10    0.11829E+04    0.11625E-01    0.00000E+00    0.17893E+01    0.19999E-06   -0.79456E-02    0.15650E-06
    11    0.11408E+04    0.95352E-02    0.00000E+00    0.14739E+01    0.20359E-06   -0.74412E-02    0.24493E-05
    12    0.11080E+04    0.89539E-02    0.00000E+00    0.12731E+01    0.20650E-06   -0.69697E-02    0.35469E-05
    13    0.10830E+04    0.84198E-02    0.00000E+00    0.11719E+01    0.20893E-06   -0.65338E-02    0.35817E-05
    14    0.10640E+04    0.75661E-02    0.00000E+00    0.11486E+01    0.21088E-06   -0.61286E-02    0.27990E-05
    15    0.10504E+04    0.66574E-02    0.00000E+00    0.11804E+01    0.21247E-06   -0.57545E-02    0.15025E-05
    16    0.10410E+04    0.60610E-02    0.00000E+00    0.12454E+01    0.21375E-06   -0.54084E-02    0.74870E-09
    17    0.10351E+04    0.59411E-02    0.00000E+00    0.13255E+01    0.21470E-06   -0.50870E-02   -0.14337E-05
    18    0.10317E+04    0.62185E-02    0.00000E+00    0.14060E+01    0.21543E-06   -0.47903E-02   -0.25956E-05
    19    0.10321E+04    0.67075E-02    0.00000E+00    0.14820E+01    0.21594E-06   -0.45162E-02   -0.33629E-05
    20    0.10341E+04    0.72446E-02    0.00000E+00    0.15461E+01    0.21625E-06   -0.42616E-02   -0.36972E-05
    21    0.10379E+04    0.77866E-02    0.00000E+00    0.15991E+01    0.21639E-06   -0.40258E-02   -0.36344E-05
    22    0.10433E+04    0.83936E-02    0.00000E+00    0.16428E+01    0.21639E-06   -0.38072E-02   -0.32633E-05
    23    0.10500E+04    0.91702E-02    0.00000E+00    0.16806E+01    0.21626E-06   -0.36041E-02   -0.27024E-05
    24    0.10580E+04    0.10203E-01    0.00000E+00    0.17165E+01    0.21600E-06   -0.34149E-02   -0.20785E-05
    25    0.10670E+04    0.11527E-01    0.00000E+00    0.17531E+01    0.21564E-06   -0.32383E-02   -0.15055E-05
    26    0.10769E+04    0.13132E-01    0.00000E+00    0.17933E+01    0.21520E-06   -0.30734E-02   -0.10672E-05
    27    0.10876E+04    0.14987E-01    0.00000E+00    0.18364E+01    0.21466E-06   -0.29188E-02   -0.81048E-06
    28    0.10991E+04    0.17064E-01    0.00000E+00    0.18830E+01    0.21405E-06   -0.27741E-02   -0.74597E-06
    29    0.11112E+04    0.19348E-01    0.00000E+00    0.19298E+01    0.21336E-06   -0.26377E-02   -0.85293E-06
    30    0.11238E+04    0.21836E-01    0.00000E+00    0.19756E+01    0.21262E-06   -0.25098E-02   -0.10864E-05
    31    0.11370E+04    0.24528E-01    0.00000E+00    0.20159E+01    0.21182E-06   -0.23893E-02   -0.13868E-05
    32    0.11507E+04    0.27424E-01    0.00000E+00    0.20492E+01    0.21098E-06   -0.22762E-02   -0.16937E-05
    33    0.11649E+04    0.30518E-01    0.00000E+00    0.20721E+01    0.21009E-06   -0.21695E-02   -0.19567E-05
    34    0.11795E+04    0.33808E-01    0.00000E+00    0.20836E+01    0.20916E-06   -0.20690E-02   -0.21410E-05
