#    L    TT             EE             TE             PP             TP          
     2    0.16294E+04    0.29379E-01    0.30443E+01    0.22139E+07   -0.86191E+05
     3    0.16597E+04    0.36783E-01    0.33121E+01    0.32857E+07   -0.11230E+06
     4    0.15766E+04    0.31917E-01    0.29783E+01    0.41576E+07   -0.12407E+06
     5    0.14695E+04    0.21694E-01    0.24466E+01    0.48673E+07   -0.12762E+06
     6    0.13686E+04    0.12465E-01    0.19207E+01    0.54477E+07   -0.12658E+06
     7    0.12823E+04    0.67817E-02    0.14875E+01    0.59277E+07   -0.12307E+06
     8    0.12113E+04    0.41807E-02    0.11726E+01    0.63279E+07   -0.11827E+06
     9    0.11543E+04    0.32011E-02    0.97094E+00    0.66643E+07   -0.11288E+06
    10    0.11090E+04    0.27436E-02    0.86389E+00    0.69481E+07   -0.10725E+06
    11    0.10735E+04    0.23867E-02    0.82735E+00    0.71898E+07   -0.10166E+06
    12    0.10459E+04    0.21200E-02    0.83822E+00    0.73935E+07   -0.96179E+05
    13    0.10250E+04    0.20143E-02    0.87746E+00    0.75685E+07   -0.90947E+05
    14    0.10094E+04    0.20786E-02    0.93122E+00    0.77162E+07   -0.85961E+05
    15    0.99835E+03    0.22756E-02    0.99129E+00    0.78430E+07   -0.81273E+05
    16    0.99108E+03    0.25768E-02    0.10537E+01    0.79507E+07   -0.76870E+05
    17    0.98685E+03    0.29835E-02    0.11170E+01    0.80404E+07   -0.72722E+05
    18    0.98475E+03    0.35122E-02    0.11810E+01    0.81167E+07   -0.68847E+05
    19    0.98610E+03    0.41826E-02    0.12499E+01    0.81804E+07   -0.65222E+05
    20    0.98882E+03    0.49932E-02    0.13207E+01    0.82321E+07   -0.61814E+05
    21    0.99314E+03    0.59424E-02    0.13941E+01    0.82740E+07   -0.58620E+05
    22    0.99890E+03    0.70279E-02    0.14688E+01    0.83074E+07   -0.55629E+05
    23    0.10059E+04    0.82510E-02    0.15428E+01    0.83328E+07   -0.52823E+05
    24    0.10140E+04    0.96157E-02    0.16146E+01    0.83511E+07   -0.50190E+05
    25    0.10230E+04    0.11127E-01    0.16819E+01    0.83630E+07   -0.47715E+05
    26    0.10330E+04    0.12792E-01    0.17442E+01    0.83695E+07   -0.45395E+05
    27    0.10436E+04    0.14616E-01    0.17995E+01    0.83708E+07   -0.43213E+05
    28    0.10550E+04    0.16610E-01    0.18486E+01    0.83676E+07   -0.41165E+05
    29    0.10670E+04    0.18782E-01    0.18901E+01    0.83599E+07   -0.39231E+05
    30    0.10796E+04    0.21143E-01    0.19254E+01    0.83488E+07   -0.37413E+05
    31    0.10926E+04    0.23700E-01    0.19529E+01    0.83340E+07   -0.35695E+05
    32    0.11061E+04    0.26463E-01    0.19739E+01    0.83164E+07   -0.34078E+05
    33    0.11201E+04    0.29436E-01    0.19871E+01    0.82957E+07   -0.32548E+05
    34    0.11344E+04    0.32628E-01    0.19927E+01    0.82727E+07   -0.31102E+05
    35    0.11492E+04    0.36042E-01    0.19897E+01    0.82474E+07   -0.29734E+05
    36    0.11643E+04    0.39687E-01    0.19779E+01    0.82199E+07   -0.28440E+05
    37    0.11797E+04    0.43567E-01    0.19563E+01    0.81905E+07   -0.27215E+05
    38    0.11954E+04    0.47692E-01    0.19248E+01    0.81594E+07   -0.26054E+05
    39    0.12115E+04    0.52062E-01    0.18830E+01    0.81267E+07   -0.24952E+05
    40    0.12277E+04    0.56683E-01    0.18306E+01    0.80926E+07   -0.23908E+05
    41    0.12442E+04    0.61564E-01    0.17672E+01    0.80572E+07   -0.22917E+05
    42    0.12610E+04    0.66711E-01    0.16929E+01    0.80206E+07   -0.21975E+05
    43    0.12781E+04    0.72128E-01    0.16077E+01    0.79830E+07   -0.21080E+05
    44    0.12953E+04    0.77812E-01    0.15110E+01    0.79445E+07   -0.20228E+05
    45    0.13127E+04    0.83770E-01    0.14028E+01    0.79050E+07   -0.19417E+05
    46    0.13305E+04    0.90016E-01    0.12828E+01    0.78647E+07   -0.18646E+05
    47    0.13484E+04    0.96540E-01    0.11509E+01    0.78237E+07   -0.17910E+05
    48    0.13666E+04    0.10335E+00    0.10067E+01    0.77821E+07   -0.17209E+05
    49    0.13849E+04    0.11044E+00    0.84986E+00    0.77400E+07   -0.16540E+05
    50    0.14035E+04    0.11783E+00    0.68028E+00    0.76974E+07   -0.15901E+05
    51    0.14223E+04    0.12551E+00    0.49804E+00    0.76543E+07   -0.15292E+05
    52    0.14414E+04    0.13346E+00    0.30298E+00    0.76108E+07   -0.14710E+05
    53    0.14607E+04    0.14172E+00    0.94866E-01    0.75669E+07   -0.14153E+05
    54    0.14801E+04    0.15026E+00   -0.12616E+00    0.75228E+07   -0.13621E+05
    55    0.14997E+04    0.15909E+00   -0.36001E+00    0.74785E+07   -0.13112E+05
    56    0.15196E+04    0.16821E+00   -0.60676E+00    0.74339E+07   -0.12626E+05
    57    0.15396E+04    0.17762E+00   -0.86661E+00    0.73892E+07   -0.12161E+05
    58    0.15599E+04    0.18732E+00   -0.11399E+01    0.73443E+07   -0.11714E+05
    59    0.15803E+04    0.19732E+00   -0.14267E+01    0.72993E+07   -0.11287E+05
    60    0.16010E+04    0.20757E+00   -0.17254E+01    0.72543E+07   -0.10877E+05
    61    0.16222E+04    0.21808E+00   -0.20348E+01    0.72092E+07   -0.10485E+05
    62    0.16434E+04    0.22886E+00   -0.23562E+01    0.71641E+07   -0.10107E+05
    63    0.16647E+04    0.23989E+00   -0.26913E+01    0.71189E+07   -0.97454E+04
    64    0.16864E+04    0.25123E+00   -0.30417E+01    0.70738E+07   -0.93980E+04
    65    0.17080E+04    0.26287E+00   -0.34090E+01    0.70287E+07   -0.90644E+04
    66    0.17300E+04    0.27479E+00   -0.37917E+01    0.69837E+07   -0.87440E+04
    67    0.17521E+04    0.28696E+00   -0.41875E+01    0.69387E+07   -0.84361E+04
    68    0.17745E+04    0.29941E+00   -0.45950E+01    0.68939E+07   -0.81401E+04
    69    0.17971E+04    0.31206E+00   -0.50113E+01    0.68491E+07   -0.78555E+04
    70    0.18200E+04    0.32493E+00   -0.54369E+01    0.68045E+07   -0.75818E+04
    71    0.18432E+04    0.33799E+00   -0.58732E+01    0.67601E+07   -0.73185E+04
    72    0.18666E+04    0.35123E+00   -0.63215E+01    0.67158E+07   -0.70651E+04
    73    0.18901E+04    0.36463E+00   -0.67825E+01    0.66716E+07   -0.68212E+04
    74    0.19139E+04    0.37819E+00   -0.72555E+01    0.66277E+07   -0.65863E+04
    75    0.19379E+04    0.39196E+00   -0.77395E+01    0.65839E+07   -0.63600E+04
    76    0.19621E+04    0.40594E+00   -0.82345E+01    0.65403E+07   -0.61418E+04
    77    0.19866E+04    0.42012E+00   -0.87405E+01    0.64969E+07   -0.59315E+04
    78    0.20114E+04    0.43452E+00   -0.92585E+01    0.64537E+07   -0.57288E+04
    79    0.20364E+04    0.44907E+00   -0.97846E+01    0.64108E+07   -0.55332E+04
    80    0.20617E+04    0.46377E+00   -0.10320E+02    0.63680E+07   -0.53446E+04
    81    0.20872E+04    0.47855E+00   -0.10865E+02    0.63255E+07   -0.51626E+04
    82    0.21129E+04    0.49345E+00   -0.11419E+02    0.62832E+07   -0.49868E+04
    83    0.21388E+04    0.50843E+00   -0.11982E+02    0.62412E+07   -0.48171E+04
    84    0.21650E+04    0.52350E+00   -0.12553E+02    0.61994E+07   -0.46533E+04
    85    0.21914E+04    0.53864E+00   -0.13132E+02    0.61579E+07   -0.44950E+04
    86    0.22179E+04    0.55385E+00   -0.13719E+02    0.61167E+07   -0.43422E+04
    87    0.22449E+04    0.56910E+00   -0.14313E+02    0.60757E+07   -0.41945E+04
    88    0.22719E+04    0.58442E+00   -0.14913E+02    0.60349E+07   -0.40518E+04
    89    0.22993E+04    0.59977E+00   -0.15522E+02    0.59944E+07   -0.39138E+04
    90    0.23269E+04    0.61513E+00   -0.16135E+02    0.59542E+07   -0.37804E+04
    91    0.23546E+04    0.63048E+00   -0.16754E+02    0.59143E+07   -0.36513E+04
    92    0.23827E+04    0.64582E+00   -0.17378E+02    0.58746E+07   -0.35265E+04
    93    0.24110E+04    0.66113E+00   -0.18007E+02    0.58353E+07   -0.34057E+04
    94    0.24394E+04    0.67638E+00   -0.18639E+02    0.57962E+07   -0.32888E+04
    95    0.24682E+04    0.69158E+00   -0.19276E+02    0.57573E+07   -0.31757E+04
    96    0.24969E+04    0.70670E+00   -0.19916E+02    0.57188E+07   -0.30661E+04
    97    0.25260E+04    0.72173E+00   -0.20560E+02    0.56805E+07   -0.29600E+04
    98    0.25554E+04    0.73667E+00   -0.21204E+02    0.56425E+07   -0.28571E+04
    99    0.25849E+04    0.75148E+00   -0.21851E+02    0.56049E+07   -0.27575E+04
   100    0.26146E+04    0.76615E+00   -0.22498E+02    0.55674E+07   -0.26609E+04
   101    0.26445E+04    0.78076E+00   -0.23148E+02    0.55303E+07   -0.25673E+04
   102    0.26749E+04    0.79514E+00   -0.23797E+02    0.54935E+07   -0.24767E+04
   103    0.27053E+04    0.80938E+00   -0.24448E+02    0.54569E+07   -0.23889E+04
