#           k/h    P           
    0.10000E-03    0.41019E+03
    0.10202E-03    0.41816E+03
    0.10408E-03    0.42628E+03
    0.10618E-03    0.43457E+03
    0.10833E-03    0.44301E+03
    0.11052E-03    0.45162E+03
    0.11275E-03    0.46039E+03
    0.11503E-03    0.46934E+03
    0.11735E-03    0.47846E+03
    0.11972E-03    0.48776E+03
    0.12214E-03    0.49724E+03
    0.12461E-03    0.50691E+03
    0.12712E-03    0.51677E+03
    0.12969E-03    0.52682E+03
    0.13231E-03    0.53707E+03
    0.13499E-03    0.54751E+03
    0.13771E-03    0.55816E+03
    0.14049E-03    0.56903E+03
    0.14333E-03    0.58010E+03
    0.14623E-03    0.59139E+03
    0.14918E-03    0.60290E+03
    0.15220E-03    0.61464E+03
    0.15527E-03    0.62661E+03
    0.15841E-03    0.63881E+03
    0.16161E-03    0.65126E+03
    0.16487E-03    0.66395E+03
    0.16820E-03    0.67688E+03
    0.17160E-03    0.69008E+03
    0.17507E-03    0.70353E+03
    0.17860E-03    0.71725E+03
    0.18221E-03    0.73124E+03
    0.18589E-03    0.74551E+03
    0.18965E-03    0.76005E+03
    0.19348E-03    0.77489E+03
    0.19739E-03    0.79002E+03
    0.20138E-03    0.80544E+03
    0.20544E-03    0.82118E+03
    0.20959E-03    0.83722E+03
    0.21383E-03    0.85359E+03
    0.21815E-03    0.87028E+03
    0.22255E-03    0.88730E+03
    0.22705E-03    0.90466E+03
    0.23164E-03    0.92236E+03
    0.23632E-03    0.94042E+03
    0.24109E-03    0.95884E+03
    0.24596E-03    0.97763E+03
    0.25093E-03    0.99679E+03
    0.25600E-03    0.10163E+04
    0.26117E-03    0.10363E+04
    0.26645E-03    0.10566E+04
    0.27183E-03    0.10774E+04
    0.27732E-03    0.10985E+04
    0.28292E-03    0.11201E+04
    0.28864E-03    0.11421E+04
    0.29447E-03    0.11646E+04
    0.30042E-03    0.11875E+04
    0.30649E-03    0.12109E+04
    0.31268E-03    0.12348E+04
    0.31899E-03    0.12591E+04
    0.32544E-03    0.12839E+04
    0.33201E-03    0.13093E+04
    0.33872E-03    0.13351E+04
    0.34556E-03    0.13615E+04
    0.35254E-03    0.13884E+04
    0.35966E-03    0.14159E+04
    0.36693E-03    0.14439E+04
    0.37434E-03    0.14725E+04
    0.38190E-03    0.15017E+04
    0.38962E-03    0.15315E+04
    0.39749E-03    0.15619E+04
    0.40552E-03    0.15929E+04
    0.41371E-03    0.16246E+04
    0.42207E-03    0.16569E+04
    0.43060E-03    0.16899E+04
    0.43929E-03    0.17236E+04
    0.44817E-03    0.17579E+04
    0.45722E-03    0.17930E+04
    0.46646E-03    0.18288E+04
    0.47588E-03    0.18653E+04
    0.48550E-03    0.19026E+04
    0.49530E-03    0.19407E+04
    0.50531E-03    0.19796E+04
    0.51552E-03    0.20193E+04
    0.52593E-03    0.20598E+04
    0.53656E-03    0.21011E+04
    0.54739E-03    0.21434E+04
    0.55845E-03    0.21864E+04
    0.56973E-03    0.22304E+04
    0.58124E-03    0.22753E+04
    0.59299E-03    0.23212E+04
    0.60496E-03    0.23680E+04
    0.61719E-03    0.24158E+04
    0.62965E-03    0.24645E+04
    0.64237E-03    0.25143E+04
    0.65535E-03    0.25651E+04
    0.66859E-03    0.26170E+04
    0.68210E-03    0.26699E+04
    0.69588E-03    0.27239E+04
    0.70993E-03    0.27791E+04
    0.72427E-03    0.28353E+04
    0.73891E-03    0.28927E+04
    0.75383E-03    0.29513E+04
    0.76906E-03    0.30111E+04
    0.78460E-03    0.30721E+04
    0.80045E-03    0.31343E+04
    0.81662E-03    0.31978E+04
    0.83311E-03    0.32626E+04
    0.84994E-03    0.33286E+04
    0.86711E-03    0.33960E+04
    0.88463E-03    0.34646E+04
    0.90250E-03    0.35346E+04
    0.92073E-03    0.36060E+04
    0.93933E-03    0.36788E+04
    0.95831E-03    0.37530E+04
