#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   3.56006E+003   1.28988E+000   2.68622E-003   1.28988E+000   4.93235E-002  -5.21302E-006   2.68622E-003  -5.21302E-006   3.61242E-009
     3   3.21934E+003   1.78789E+000   2.00715E-003   1.78789E+000   8.39882E-002  -4.69136E-006   2.00715E-003  -4.69136E-006   2.22212E-009
     4   2.88168E+003   2.31375E+000   1.58524E-003   2.31375E+000   9.72062E-002  -3.68130E-006   1.58524E-003  -3.68130E-006   1.56406E-009
     5   2.59397E+003   2.72104E+000   1.29656E-003   2.72104E+000   8.86448E-002  -2.59901E-006   1.29656E-003  -2.59901E-006   1.18394E-009
     6   2.35733E+003   2.99102E+000   1.08679E-003   2.99102E+000   6.75969E-002  -1.60120E-006   1.08679E-003  -1.60120E-006   9.38105E-010
     7   2.16431E+003   3.12486E+000   9.27946E-004   3.12486E+000   4.48540E-002  -7.63374E-007   9.27946E-004  -7.63374E-007   7.67339E-010
     8   2.00671E+003   3.13098E+000   8.03936E-004   3.13098E+000   2.75333E-002  -1.18015E-007   8.03936E-004  -1.18015E-007   6.42569E-010
     9   1.87806E+003   3.02632E+000   7.04862E-004   3.02632E+000   1.76878E-002   3.30597E-007   7.04862E-004   3.30597E-007   5.47944E-010
    10   1.77241E+003   2.83935E+000   6.24104E-004   2.83935E+000   1.37142E-002   5.98097E-007   6.24104E-004   5.98097E-007   4.73974E-010
    11   1.68584E+003   2.60466E+000   5.57402E-004   2.60466E+000   1.26575E-002   7.14261E-007   5.57402E-004   7.14261E-007   4.14891E-010
    12   1.61425E+003   2.35575E+000   5.01376E-004   2.35575E+000   1.20978E-002   7.15314E-007   5.01376E-004   7.15314E-007   3.66627E-010
    13   1.55538E+003   2.12220E+000   4.53974E-004   2.12220E+000   1.09320E-002   6.39365E-007   4.53974E-004   6.39365E-007   3.26733E-010
    14   1.50636E+003   1.92359E+000   4.13294E-004   1.92359E+000   9.18751E-003   5.21021E-007   4.13294E-004   5.21021E-007   2.93186E-010
    15   1.46586E+003   1.77148E+000   3.78149E-004   1.77148E+000   7.41564E-003   3.89314E-007   3.78149E-004   3.89314E-007   2.64740E-010
    16   1.43234E+003   1.66952E+000   3.47488E-004   1.66952E+000   6.12476E-003   2.65672E-007   3.47488E-004   2.65672E-007   2.40344E-010
    17   1.40444E+003   1.61533E+000   3.20491E-004   1.61533E+000   5.51500E-003   1.63826E-007   3.20491E-004   1.63826E-007   2.19197E-010
    18   1.38097E+003   1.60136E+000   2.96621E-004   1.60136E+000   5.49828E-003   9.04148E-008   2.96621E-004   9.04148E-008   2.00783E-010
    19   1.36289E+003   1.62219E+000   2.75344E-004   1.62219E+000   5.87430E-003   4.60373E-008   2.75344E-004   4.60373E-008   1.84617E-010
    20   1.34785E+003   1.66478E+000   2.56275E-004   1.66478E+000   6.46602E-003   2.70664E-008   2.56275E-004   2.70664E-008   1.70318E-010
    21   1.33588E+003   1.72079E+000   2.39109E-004   1.72079E+000   7.20600E-003   2.72626E-008   2.39109E-004   2.72626E-008   1.57616E-010
    22   1.32671E+003   1.78234E+000   2.23605E-004   1.78234E+000   8.10891E-003   3.93870E-008   2.23605E-004   3.93870E-008   1.46282E-010
    23   1.31995E+003   1.84333E+000   2.09541E-004   1.84333E+000   9.21637E-003   5.64790E-008   2.09541E-004   5.64790E-008   1.36112E-010
    24   1.31538E+003   1.90020E+000   1.96743E-004   1.90020E+000   1.05498E-002   7.28262E-008   1.96743E-004   7.28262E-008   1.26949E-010
    25   1.31274E+003   1.95041E+000   1.85071E-004   1.95041E+000   1.20978E-002   8.44756E-008   1.85071E-004   8.44756E-008   1.18663E-010
    26   1.31189E+003   1.99396E+000   1.74393E-004   1.99396E+000   1.38325E-002   8.93760E-008   1.74393E-004   8.93760E-008   1.11146E-010
    27   1.31258E+003   2.03011E+000   1.64603E-004   2.03011E+000   1.57328E-002   8.71678E-008   1.64603E-004   8.71678E-008   1.04300E-010
    28   1.31470E+003   2.06065E+000   1.55602E-004   2.06065E+000   1.77979E-002   7.88384E-008   1.55602E-004   7.88384E-008   9.80508E-011
    29   1.31813E+003   2.08507E+000   1.47303E-004   2.08507E+000   2.00446E-002   6.62464E-008   1.47303E-004   6.62464E-008   9.23220E-011
    30   1.32271E+003   2.10507E+000   1.39636E-004   2.10507E+000   2.24965E-002   5.16295E-008   1.39636E-004   5.16295E-008   8.70658E-011
    31   1.32834E+003   2.11929E+000   1.32533E-004   2.11929E+000   2.51708E-002   3.71183E-008   1.32533E-004   3.71183E-008   8.22245E-011
    32   1.33497E+003   2.12877E+000   1.25939E-004   2.12877E+000   2.80748E-002   2.44141E-008   1.25939E-004   2.44141E-008   7.77602E-011
    33   1.34251E+003   2.13153E+000   1.19804E-004   2.13153E+000   3.12072E-002   1.46265E-008   1.19804E-004   1.46265E-008   7.36304E-011
    34   1.35084E+003   2.12752E+000   1.14083E-004   2.12752E+000   3.45665E-002   8.23271E-009   1.14083E-004   8.23271E-009   6.98056E-011
    35   1.35997E+003   2.11503E+000   1.08739E-004   2.11503E+000   3.81548E-002   5.11217E-009   1.08739E-004   5.11217E-009   6.62546E-011
    36   1.36983E+003   2.09378E+000   1.03737E-004   2.09378E+000   4.19803E-002   4.66085E-009   1.03737E-004   4.66085E-009   6.29519E-011
    37   1.38037E+003   2.06243E+000   9.90536E-005   2.06243E+000   4.60542E-002   5.99562E-009   9.90536E-005   5.99562E-009   5.98757E-011
    38   1.39155E+003   2.02059E+000   9.46592E-005   2.02059E+000   5.03903E-002   8.11974E-009   9.46592E-005   8.11974E-009   5.70049E-011
    39   1.40336E+003   1.96804E+000   9.05320E-005   1.96804E+000   5.49911E-002   1.02981E-008   9.05320E-005   1.02981E-008   5.43224E-011
    40   1.41560E+003   1.90447E+000   8.66523E-005   1.90447E+000   5.98615E-002   1.18702E-008   8.66523E-005   1.18702E-008   5.18124E-011
    41   1.42848E+003   1.82950E+000   8.30013E-005   1.82950E+000   6.50102E-002   1.22947E-008   8.30013E-005   1.22947E-008   4.94597E-011
    42   1.44181E+003   1.74325E+000   7.95618E-005   1.74325E+000   7.04402E-002   1.15069E-008   7.95618E-005   1.15069E-008   4.72519E-011
    43   1.45576E+003   1.64568E+000   7.63178E-005   1.64568E+000   7.61549E-002   9.61396E-009   7.63178E-005   9.61396E-009   4.51777E-011
    44   1.46998E+003   1.53636E+000   7.32547E-005   1.53636E+000   8.21499E-002   6.93505E-009   7.32547E-005   6.93505E-009   4.32265E-011
    45   1.48468E+003   1.41513E+000   7.03587E-005   1.41513E+000   8.84348E-002   3.84301E-009   7.03587E-005   3.84301E-009   4.13886E-011
    46   1.49987E+003   1.28167E+000   6.76181E-005   1.28167E+000   9.50219E-002   7.13482E-010   6.76181E-005   7.13482E-010   3.96557E-011
    47   1.51549E+003   1.13577E+000   6.50220E-005   1.13577E+000   1.01901E-001  -2.10520E-009   6.50220E-005  -2.10520E-009   3.80202E-011
    48   1.53145E+003   9.76832E-001   6.25602E-005   9.76832E-001   1.09078E-001  -4.37674E-009   6.25602E-005  -4.37674E-009   3.64752E-011
    49   1.54777E+003   8.04565E-001   6.02230E-005   8.04565E-001   1.16548E-001  -5.94188E-009   6.02230E-005  -5.94188E-009   3.50142E-011
    50   1.56458E+003   6.18746E-001   5.80024E-005   6.18746E-001   1.24330E-001  -6.83742E-009   5.80024E-005  -6.83742E-009   3.36313E-011
    51   1.58162E+003   4.19408E-001   5.58911E-005   4.19408E-001   1.32418E-001  -7.16392E-009   5.58911E-005  -7.16392E-009   3.23209E-011
    52   1.59923E+003   2.06427E-001   5.38820E-005   2.06427E-001   1.40791E-001  -7.08099E-009   5.38820E-005  -7.08099E-009   3.10784E-011
    53   1.61714E+003  -2.03875E-002   5.19687E-005  -2.03875E-002   1.49484E-001  -6.76559E-009   5.19687E-005  -6.76559E-009   2.98993E-011
    54   1.63525E+003  -2.60773E-001   5.01456E-005  -2.60773E-001   1.58473E-001  -6.40520E-009   5.01456E-005  -6.40520E-009   2.87796E-011
    55   1.65369E+003  -5.14503E-001   4.84076E-005  -5.14503E-001   1.67771E-001  -6.16984E-009   4.84076E-005  -6.16984E-009   2.77153E-011
    56   1.67257E+003  -7.81589E-001   4.67497E-005  -7.81589E-001   1.77377E-001  -6.14914E-009   4.67497E-005  -6.14914E-009   2.67029E-011
    57   1.69169E+003  -1.06217E+000   4.51673E-005  -1.06217E+000   1.87280E-001  -6.39550E-009   4.51673E-005  -6.39550E-009   2.57392E-011
