#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   1.71251E+003   7.39232E+000  -3.92686E-003   7.39232E+000   5.93554E-002  -9.96099E-006  -3.92686E-003  -9.96099E-006   2.50128E-008
     3   1.97658E+003   9.45055E+000  -3.19507E-003   9.45055E+000   9.79920E-002  -8.54566E-006  -3.19507E-003  -8.54566E-006   1.49752E-008
     4   2.00701E+003   9.62990E+000  -2.60895E-003   9.62990E+000   1.12948E-001  -6.85262E-006  -2.60895E-003  -6.85262E-006   1.01684E-008
     5   1.94624E+003   8.67273E+000  -2.16044E-003   8.67273E+000   1.03651E-001  -5.22617E-006  -2.16044E-003  -5.22617E-006   7.42215E-009
     6   1.85751E+003   7.18817E+000  -1.81595E-003   7.18817E+000   7.98023E-002  -3.79413E-006  -1.81595E-003  -3.79413E-006   5.67945E-009
     7   1.76648E+003   5.59444E+000  -1.54792E-003   5.59444E+000   5.30338E-002  -2.61382E-006  -1.54792E-003  -2.61382E-006   4.49577E-009
     8   1.68263E+003   4.14792E+000  -1.33597E-003   4.14792E+000   3.13718E-002  -1.69943E-006  -1.33597E-003  -1.69943E-006   3.65097E-009
     9   1.60899E+003   2.98448E+000  -1.16564E-003   2.98448E+000   1.76960E-002  -1.04033E-006  -1.16564E-003  -1.04033E-006   3.02511E-009
    10   1.54508E+003   2.15503E+000  -1.02640E-003   2.15503E+000   1.09908E-002  -6.07981E-007  -1.02640E-003  -6.07981E-007   2.54716E-009
    11   1.49043E+003   1.64886E+000  -9.11193E-004   1.64886E+000   8.56852E-003  -3.61709E-007  -9.11193E-004  -3.61709E-007   2.17385E-009
    12   1.44344E+003   1.41684E+000  -8.14294E-004   1.41684E+000   7.97179E-003  -2.55728E-007  -8.14294E-004  -2.55728E-007   1.87561E-009
    13   1.40379E+003   1.39138E+000  -7.32305E-004   1.39138E+000   7.81775E-003  -2.45174E-007  -7.32305E-004  -2.45174E-007   1.63418E-009
    14   1.37002E+003   1.49860E+000  -6.61965E-004   1.49860E+000   7.72005E-003  -2.89545E-007  -6.61965E-004  -2.89545E-007   1.43533E-009
    15   1.34197E+003   1.67160E+000  -6.01363E-004   1.67160E+000   7.78733E-003  -3.56105E-007  -6.01363E-004  -3.56105E-007   1.26998E-009
    16   1.31884E+003   1.85647E+000  -5.48688E-004   1.85647E+000   8.14794E-003  -4.20566E-007  -5.48688E-004  -4.20566E-007   1.13084E-009
    17   1.29983E+003   2.01559E+000  -5.02496E-004   2.01559E+000   8.74092E-003  -4.67362E-007  -5.02496E-004  -4.67362E-007   1.01246E-009
    18   1.28420E+003   2.12737E+000  -4.61916E-004   2.12737E+000   9.35898E-003  -4.89149E-007  -4.61916E-004  -4.89149E-007   9.11170E-010
    19   1.27322E+003   2.18912E+000  -4.26032E-004   2.18912E+000   9.81234E-003  -4.84964E-007  -4.26032E-004  -4.84964E-007   8.23758E-010
    20   1.26461E+003   2.20243E+000  -3.94075E-004   2.20243E+000   1.00319E-002  -4.58435E-007  -3.94075E-004  -4.58435E-007   7.47734E-010
    21   1.25858E+003   2.18049E+000  -3.65540E-004   2.18049E+000   1.01123E-002  -4.16006E-007  -3.65540E-004  -4.16006E-007   6.81273E-010
    22   1.25487E+003   2.13868E+000  -3.39961E-004   2.13868E+000   1.02418E-002  -3.65165E-007  -3.39961E-004  -3.65165E-007   6.22882E-010
    23   1.25310E+003   2.09215E+000  -3.16902E-004   2.09215E+000   1.06120E-002  -3.13017E-007  -3.16902E-004  -3.13017E-007   5.71274E-010
    24   1.25310E+003   2.05395E+000  -2.96041E-004   2.05395E+000   1.13509E-002  -2.65314E-007  -2.96041E-004  -2.65314E-007   5.25459E-010
    25   1.25459E+003   2.03217E+000  -2.77093E-004   2.03217E+000   1.25018E-002  -2.25865E-007  -2.77093E-004  -2.25865E-007   4.84612E-010
    26   1.25746E+003   2.03136E+000  -2.59846E-004   2.03136E+000   1.40440E-002  -1.96441E-007  -2.59846E-004  -1.96441E-007   4.48067E-010
    27   1.26150E+003   2.04995E+000  -2.44069E-004   2.04995E+000   1.59265E-002  -1.77056E-007  -2.44069E-004  -1.77056E-007   4.15230E-010
    28   1.26665E+003   2.08504E+000  -2.29619E-004   2.08504E+000   1.80968E-002  -1.66359E-007  -2.29619E-004  -1.66359E-007   3.85642E-010
    29   1.27280E+003   2.12901E+000  -2.16321E-004   2.12901E+000   2.05124E-002  -1.62035E-007  -2.16321E-004  -1.62035E-007   3.58867E-010
    30   1.27989E+003   2.17580E+000  -2.04093E-004   2.17580E+000   2.31422E-002  -1.61433E-007  -2.04093E-004  -1.61433E-007   3.34602E-010
    31   1.28779E+003   2.21694E+000  -1.92798E-004   2.21694E+000   2.59611E-002  -1.62060E-007  -1.92798E-004  -1.62060E-007   3.12524E-010
    32   1.29654E+003   2.24802E+000  -1.82363E-004   2.24802E+000   2.89509E-002  -1.61999E-007  -1.82363E-004  -1.61999E-007   2.92403E-010
    33   1.30605E+003   2.26373E+000  -1.72688E-004   2.26373E+000   3.21014E-002  -1.59959E-007  -1.72688E-004  -1.59959E-007   2.74005E-010
    34   1.31623E+003   2.26284E+000  -1.63719E-004   2.26284E+000   3.54165E-002  -1.55318E-007  -1.63719E-004  -1.55318E-007   2.57155E-010
    35   1.32711E+003   2.24437E+000  -1.55383E-004   2.24437E+000   3.89134E-002  -1.48101E-007  -1.55383E-004  -1.48101E-007   2.41684E-010
    36   1.33862E+003   2.21019E+000  -1.47622E-004   2.21019E+000   4.26206E-002  -1.38913E-007  -1.47622E-004  -1.38913E-007   2.27448E-010
