#           k/h    P           
    0.10000E-03    0.14770E+03
    0.10202E-03    0.15057E+03
    0.10408E-03    0.15348E+03
    0.10618E-03    0.15646E+03
    0.10833E-03    0.15949E+03
    0.11052E-03    0.16258E+03
    0.11275E-03    0.16573E+03
    0.11503E-03    0.16894E+03
    0.11735E-03    0.17221E+03
    0.11972E-03    0.17555E+03
    0.12214E-03    0.17895E+03
    0.12461E-03    0.18242E+03
    0.12712E-03    0.18595E+03
    0.12969E-03    0.18955E+03
    0.13231E-03    0.19322E+03
    0.13499E-03    0.19697E+03
    0.13771E-03    0.20078E+03
    0.14049E-03    0.20467E+03
    0.14333E-03    0.20863E+03
    0.14623E-03    0.21267E+03
    0.14918E-03    0.21679E+03
    0.15220E-03    0.22099E+03
    0.15527E-03    0.22527E+03
    0.15841E-03    0.22963E+03
    0.16161E-03    0.23408E+03
    0.16487E-03    0.23861E+03
    0.16820E-03    0.24323E+03
    0.17160E-03    0.24794E+03
    0.17507E-03    0.25274E+03
    0.17860E-03    0.25763E+03
    0.18221E-03    0.26262E+03
    0.18589E-03    0.26770E+03
    0.18965E-03    0.27288E+03
    0.19348E-03    0.27816E+03
    0.19739E-03    0.28354E+03
    0.20138E-03    0.28903E+03
    0.20544E-03    0.29462E+03
    0.20959E-03    0.30032E+03
    0.21383E-03    0.30613E+03
    0.21815E-03    0.31205E+03
    0.22255E-03    0.31809E+03
    0.22705E-03    0.32424E+03
    0.23164E-03    0.33051E+03
    0.23632E-03    0.33690E+03
    0.24109E-03    0.34341E+03
    0.24596E-03    0.35005E+03
    0.25093E-03    0.35682E+03
    0.25600E-03    0.36372E+03
    0.26117E-03    0.37075E+03
    0.26645E-03    0.37791E+03
    0.27183E-03    0.38521E+03
    0.27732E-03    0.39265E+03
    0.28292E-03    0.40024E+03
    0.28864E-03    0.40797E+03
    0.29447E-03    0.41584E+03
    0.30042E-03    0.42387E+03
    0.30649E-03    0.43205E+03
    0.31268E-03    0.44039E+03
    0.31899E-03    0.44889E+03
    0.32544E-03    0.45755E+03
