#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   8.35613E+002   4.18963E+000  -2.02146E-004   4.18963E+000   5.56694E-002  -7.42173E-006  -2.02146E-004  -7.42173E-006   1.36284E-008
     3   8.41476E+002   4.94015E+000  -1.29222E-004   4.94015E+000   9.22323E-002  -6.36641E-006  -1.29222E-004  -6.36641E-006   8.23549E-009
     4   8.29529E+002   4.95267E+000  -1.02442E-004   4.95267E+000   1.05891E-001  -5.00956E-006  -1.02442E-004  -5.00956E-006   5.67247E-009
     5   8.16635E+002   4.54267E+000  -8.99968E-005   4.54267E+000   9.63774E-002  -3.67684E-006  -8.99968E-005  -3.67684E-006   4.20323E-009
     6   8.07285E+002   3.93918E+000  -8.29365E-005   3.93918E+000   7.33693E-002  -2.49057E-006  -8.29365E-005  -2.49057E-006   3.26370E-009
     7   8.02377E+002   3.28712E+000  -7.82417E-005   3.28712E+000   4.81902E-002  -1.50962E-006  -7.82417E-005  -1.50962E-006   2.61948E-009
     8   8.01403E+002   2.67262E+000  -7.46679E-005   2.67262E+000   2.84475E-002  -7.54694E-007  -7.46679E-005  -7.54694E-007   2.15505E-009
     9   8.04018E+002   2.14390E+000  -7.16172E-005   2.14390E+000   1.65833E-002  -2.21984E-007  -7.16172E-005  -2.21984E-007   1.80748E-009
    10   8.09316E+002   1.72670E+000  -6.87561E-005   1.72670E+000   1.12334E-002   1.10382E-007  -6.87561E-005   1.10382E-007   1.53936E-009
    11   8.16925E+002   1.42846E+000  -6.59800E-005   1.42846E+000   9.51849E-003   2.77099E-007  -6.59800E-005   2.77099E-007   1.32792E-009
    12   8.26162E+002   1.24297E+000  -6.31927E-005   1.24297E+000   8.95810E-003   3.18530E-007  -6.31927E-005   3.18530E-007   1.15736E-009
    13   8.36857E+002   1.15496E+000  -6.04670E-005   1.15496E+000   8.28956E-003   2.75659E-007  -6.04670E-005   2.75659E-007   1.01805E-009
    14   8.48396E+002   1.14230E+000  -5.77772E-005   1.14230E+000   7.33556E-003   1.85547E-007  -5.77772E-005   1.85547E-007   9.02295E-010
    15   8.60858E+002   1.18139E+000  -5.52104E-005   1.18139E+000   6.44115E-003   7.87503E-008  -5.52104E-005   7.87503E-008   8.05231E-010
    16   8.74029E+002   1.25036E+000  -5.27686E-005   1.25036E+000   5.94450E-003  -2.21313E-008  -5.27686E-005  -2.21313E-008   7.22894E-010
    17   8.87653E+002   1.33123E+000  -5.04391E-005   1.33123E+000   5.93198E-003  -1.02618E-007  -5.04391E-005  -1.02618E-007   6.52286E-010
    18   9.01229E+002   1.41009E+000  -4.82711E-005   1.41009E+000   6.26460E-003  -1.55811E-007  -4.82711E-005  -1.55811E-007   5.91425E-010
    19   9.16451E+002   1.48291E+000  -4.62619E-005   1.48291E+000   6.74756E-003  -1.81003E-007  -4.62619E-005  -1.81003E-007   5.38520E-010
    20   9.31480E+002   1.54335E+000  -4.43697E-005   1.54335E+000   7.25047E-003  -1.81862E-007  -4.43697E-005  -1.81862E-007   4.92183E-010
    21   9.46781E+002   1.59289E+000  -4.26131E-005   1.59289E+000   7.77514E-003  -1.64743E-007  -4.26131E-005  -1.64743E-007   4.51400E-010
    22   9.62376E+002   1.63426E+000  -4.09752E-005   1.63426E+000   8.40989E-003  -1.37023E-007  -4.09752E-005  -1.37023E-007   4.15337E-010
    23   9.78204E+002   1.67116E+000  -3.94286E-005   1.67116E+000   9.26018E-003  -1.05761E-007  -3.94286E-005  -1.05761E-007   3.83261E-010
    24   9.94266E+002   1.70768E+000  -3.79663E-005   1.70768E+000   1.03927E-002  -7.67191E-008  -3.79663E-005  -7.67191E-008   3.54610E-010
    25   1.01051E+003   1.74624E+000  -3.65717E-005   1.74624E+000   1.18199E-002  -5.37958E-008  -3.65717E-005  -5.37958E-008   3.28914E-010
    26   1.02697E+003   1.78899E+000  -3.52489E-005   1.78899E+000   1.35172E-002  -3.89285E-008  -3.52489E-005  -3.89285E-008   3.05792E-010
    27   1.04357E+003   1.83491E+000  -3.39742E-005   1.83491E+000   1.54512E-002  -3.23426E-008  -3.39742E-005  -3.23426E-008   2.84899E-010
    28   1.06035E+003   1.88370E+000  -3.27575E-005   1.88370E+000   1.75996E-002  -3.29110E-008  -3.27575E-005  -3.29110E-008   2.65971E-010
    29   1.07731E+003   1.93167E+000  -3.15831E-005   1.93167E+000   1.99536E-002  -3.85777E-008  -3.15831E-005  -3.85777E-008   2.48751E-010
    30   1.09442E+003   1.97704E+000  -3.04693E-005   1.97704E+000   2.25134E-002  -4.69165E-008  -3.04693E-005  -4.69165E-008   2.33066E-010
    31   1.11168E+003   2.01526E+000  -2.93996E-005   2.01526E+000   2.52774E-002  -5.56411E-008  -2.93996E-005  -5.56411E-008   2.18721E-010
    32   1.12912E+003   2.04498E+000  -2.83833E-005   2.04498E+000   2.82417E-002  -6.29744E-008  -2.83833E-005  -6.29744E-008   2.05585E-010
    33   1.14674E+003   2.06283E+000  -2.74098E-005   2.06283E+000   3.14009E-002  -6.77382E-008  -2.74098E-005  -6.77382E-008   1.93515E-010
    34   1.16450E+003   2.06833E+000  -2.64878E-005   2.06833E+000   3.47563E-002  -6.93900E-008  -2.64878E-005  -6.93900E-008   1.82410E-010
    35   1.18245E+003   2.06027E+000  -2.56100E-005   2.06027E+000   3.83168E-002  -6.80095E-008  -2.56100E-005  -6.80095E-008   1.72167E-010
    36   1.20058E+003   2.03951E+000  -2.47745E-005   2.03951E+000   4.21002E-002  -6.42179E-008  -2.47745E-005  -6.42179E-008   1.62700E-010
    37   1.21888E+003   2.00621E+000  -2.39749E-005   2.00621E+000   4.61274E-002  -5.89333E-008  -2.39749E-005  -5.89333E-008   1.53936E-010
    38   1.23736E+003   1.96159E+000  -2.32113E-005   1.96159E+000   5.04220E-002  -5.31385E-008  -2.32113E-005  -5.31385E-008   1.45807E-010
    39   1.25601E+003   1.90652E+000  -2.24814E-005   1.90652E+000   5.49906E-002  -4.75608E-008  -2.24814E-005  -4.75608E-008   1.38256E-010
    40   1.27471E+003   1.84164E+000  -2.17810E-005   1.84164E+000   5.98414E-002  -4.28588E-008  -2.17810E-005  -4.28588E-008   1.31231E-010
    41   1.29365E+003   1.76732E+000  -2.11067E-005   1.76732E+000   6.49848E-002  -3.95682E-008  -2.11067E-005  -3.95682E-008   1.24684E-010
    42   1.31270E+003   1.68367E+000  -2.04578E-005   1.68367E+000   7.04214E-002  -3.77363E-008  -2.04578E-005  -3.77363E-008   1.18573E-010
    43   1.33204E+003   1.59034E+000  -1.98339E-005   1.59034E+000   7.61506E-002  -3.72302E-008  -1.98339E-005  -3.72302E-008   1.12864E-010
    44   1.35136E+003   1.48632E+000  -1.92339E-005   1.48632E+000   8.21640E-002  -3.76879E-008  -1.92339E-005  -3.76879E-008   1.07521E-010
    45   1.37088E+003   1.37085E+000  -1.86563E-005   1.37085E+000   8.84670E-002  -3.86971E-008  -1.86563E-005  -3.86971E-008   1.02515E-010
    46   1.39063E+003   1.24299E+000  -1.81001E-005   1.24299E+000   9.50691E-002  -3.98742E-008  -1.81001E-005  -3.98742E-008   9.78192E-011
    47   1.41057E+003   1.10199E+000  -1.75648E-005   1.10199E+000   1.01958E-001  -4.08640E-008  -1.75648E-005  -4.08640E-008   9.34093E-011
    48   1.43064E+003   9.46938E-001  -1.70503E-005   9.46938E-001   1.09138E-001  -4.13961E-008  -1.70503E-005  -4.13961E-008   8.92638E-011
