#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.20246E+04    0.61768E+01    0.15233E-02    0.61768E+01    0.54945E-01   -0.80218E-05    0.15233E-02   -0.80218E-05    0.11344E-07
     3    0.17539E+04    0.66507E+01    0.92083E-03    0.66507E+01    0.89784E-01   -0.67238E-05    0.92083E-03   -0.67238E-05    0.69894E-08
     4    0.15443E+04    0.61013E+01    0.60984E-03    0.61013E+01    0.10447E+00   -0.52717E-05    0.60984E-03   -0.52717E-05    0.48692E-08
     5    0.13939E+04    0.52405E+01    0.42514E-03    0.52405E+01    0.97268E-01   -0.39091E-05    0.42514E-03   -0.39091E-05    0.36350E-08
     6    0.12841E+04    0.43461E+01    0.30575E-03    0.43461E+01    0.76147E-01   -0.27150E-05    0.30575E-03   -0.27150E-05    0.28374E-08
     7    0.12026E+04    0.35216E+01    0.22414E-03    0.35216E+01    0.51533E-01   -0.17261E-05    0.22414E-03   -0.17261E-05    0.22860E-08
     8    0.11413E+04    0.28081E+01    0.16607E-03    0.28081E+01    0.31103E-01   -0.95316E-06    0.16607E-03   -0.95316E-06    0.18859E-08
     9    0.10954E+04    0.22215E+01    0.12356E-03    0.22215E+01    0.17981E-01   -0.39033E-06    0.12356E-03   -0.39033E-06    0.15849E-08
    10    0.10610E+04    0.17671E+01    0.91815E-04    0.17671E+01    0.11535E-01   -0.18864E-07    0.91815E-04   -0.18864E-07    0.13517E-08
    11    0.10356E+04    0.14406E+01    0.67770E-04    0.14406E+01    0.92721E-02    0.19065E-06    0.67770E-04    0.19065E-06    0.11671E-08
    12    0.10172E+04    0.12299E+01    0.49360E-04    0.12299E+01    0.86751E-02    0.27315E-06    0.49360E-04    0.27315E-06    0.10177E-08
    13    0.10046E+04    0.11180E+01    0.35149E-04    0.11180E+01    0.81934E-02    0.26524E-06    0.35149E-04    0.26524E-06    0.89542E-09
    14    0.99620E+03    0.10833E+01    0.24097E-04    0.10833E+01    0.73576E-02    0.20126E-06    0.24097E-04    0.20126E-06    0.79357E-09
    15    0.99157E+03    0.11035E+01    0.15437E-04    0.11035E+01    0.63775E-02    0.11062E-06    0.15437E-04    0.11062E-06    0.70802E-09
    16    0.98997E+03    0.11575E+01    0.86256E-05    0.11575E+01    0.56275E-02    0.16177E-07    0.86256E-05    0.16177E-07    0.63533E-09
    17    0.99080E+03    0.12277E+01    0.32581E-05    0.12277E+01    0.53162E-02   -0.66166E-07    0.32581E-05   -0.66166E-07    0.57291E-09
    18    0.99318E+03    0.12997E+01   -0.10052E-05    0.12997E+01    0.54096E-02   -0.12721E-06   -0.10052E-05   -0.12721E-06    0.51906E-09
    19    0.99860E+03    0.13679E+01   -0.44077E-05    0.13679E+01    0.57406E-02   -0.16356E-06   -0.44077E-05   -0.16356E-06    0.47220E-09
    20    0.10050E+04    0.14253E+01   -0.70981E-05    0.14253E+01    0.61364E-02   -0.17630E-06   -0.70981E-05   -0.17630E-06    0.43114E-09
    21    0.10127E+04    0.14720E+01   -0.92382E-05    0.14720E+01    0.65261E-02   -0.16968E-06   -0.92382E-05   -0.16968E-06    0.39498E-09
    22    0.10216E+04    0.15103E+01   -0.10932E-04    0.15103E+01    0.69416E-02   -0.14956E-06   -0.10932E-04   -0.14956E-06    0.36299E-09
    23    0.10314E+04    0.15430E+01   -0.12246E-04    0.15430E+01    0.74713E-02   -0.12218E-06   -0.12246E-04   -0.12218E-06    0.33454E-09
    24    0.10422E+04    0.15744E+01   -0.13260E-04    0.15744E+01    0.81998E-02   -0.93275E-07   -0.13260E-04   -0.93275E-07    0.30912E-09
    25    0.10537E+04    0.16063E+01   -0.14002E-04    0.16063E+01    0.91717E-02   -0.67338E-07   -0.14002E-04   -0.67338E-07    0.28633E-09
    26    0.10660E+04    0.16420E+01   -0.14535E-04    0.16420E+01    0.10389E-01   -0.47291E-07   -0.14535E-04   -0.47291E-07    0.26582E-09
    27    0.10788E+04    0.16813E+01   -0.14878E-04    0.16813E+01    0.11827E-01   -0.34429E-07   -0.14878E-04   -0.34429E-07    0.24729E-09
    28    0.10922E+04    0.17251E+01   -0.15077E-04    0.17251E+01    0.13458E-01   -0.28693E-07   -0.15077E-04   -0.28693E-07    0.23051E-09
    29    0.11061E+04    0.17708E+01   -0.15141E-04    0.17708E+01    0.15261E-01   -0.29007E-07   -0.15141E-04   -0.29007E-07    0.21526E-09
    30    0.11205E+04    0.18167E+01   -0.15104E-04    0.18167E+01    0.17232E-01   -0.33648E-07   -0.15104E-04   -0.33648E-07    0.20137E-09
    31    0.11354E+04    0.18598E+01   -0.14984E-04    0.18598E+01    0.19369E-01   -0.40585E-07   -0.14984E-04   -0.40585E-07    0.18867E-09
    32    0.11507E+04    0.18975E+01   -0.14800E-04    0.18975E+01    0.21673E-01   -0.47912E-07   -0.14800E-04   -0.47912E-07    0.17705E-09
    33    0.11663E+04    0.19276E+01   -0.14564E-04    0.19276E+01    0.24139E-01   -0.54129E-07   -0.14564E-04   -0.54129E-07    0.16639E-09
    34    0.11824E+04    0.19478E+01   -0.14286E-04    0.19478E+01    0.26763E-01   -0.58268E-07   -0.14286E-04   -0.58268E-07    0.15658E-09
    35    0.11988E+04    0.19574E+01   -0.13980E-04    0.19574E+01    0.29546E-01   -0.59857E-07   -0.13980E-04   -0.59857E-07    0.14754E-09
    36    0.12155E+04    0.19557E+01   -0.13651E-04    0.19557E+01    0.32496E-01   -0.58896E-07   -0.13651E-04   -0.58896E-07    0.13920E-09
    37    0.12325E+04    0.19430E+01   -0.13307E-04    0.19430E+01    0.35625E-01   -0.55815E-07   -0.13307E-04   -0.55815E-07    0.13148E-09
    38    0.12499E+04    0.19197E+01   -0.12950E-04    0.19197E+01    0.38955E-01   -0.51372E-07   -0.12950E-04   -0.51372E-07    0.12433E-09
    39    0.12676E+04    0.18867E+01   -0.12582E-04    0.18867E+01    0.42495E-01   -0.46285E-07   -0.12582E-04   -0.46285E-07    0.11769E-09
    40    0.12854E+04    0.18446E+01   -0.12208E-04    0.18446E+01    0.46258E-01   -0.41244E-07   -0.12208E-04   -0.41244E-07    0.11152E-09
    41    0.13035E+04    0.17941E+01   -0.11831E-04    0.17941E+01    0.50260E-01   -0.36873E-07   -0.11831E-04   -0.36873E-07    0.10578E-09
    42    0.13219E+04    0.17356E+01   -0.11452E-04    0.17356E+01    0.54502E-01   -0.33529E-07   -0.11452E-04   -0.33529E-07    0.10043E-09
    43    0.13406E+04    0.16692E+01   -0.11071E-04    0.16692E+01    0.58987E-01   -0.31427E-07   -0.11071E-04   -0.31427E-07    0.95431E-10
    44    0.13594E+04    0.15944E+01   -0.10691E-04    0.15944E+01    0.63706E-01   -0.30466E-07   -0.10691E-04   -0.30466E-07    0.90762E-10
    45    0.13785E+04    0.15105E+01   -0.10315E-04    0.15105E+01    0.68666E-01   -0.30442E-07   -0.10315E-04   -0.30442E-07    0.86392E-10
    46    0.13979E+04    0.14171E+01   -0.99436E-05    0.14171E+01    0.73877E-01   -0.31045E-07   -0.99436E-05   -0.31045E-07    0.82298E-10
    47    0.14175E+04    0.13133E+01   -0.95774E-05    0.13133E+01    0.79326E-01   -0.31948E-07   -0.95774E-05   -0.31948E-07    0.78457E-10
    48    0.14373E+04    0.11985E+01   -0.92180E-05    0.11985E+01    0.85019E-01   -0.32856E-07   -0.92180E-05   -0.32856E-07    0.74852E-10
    49    0.14572E+04    0.10720E+01   -0.88669E-05    0.10720E+01    0.90949E-01   -0.33509E-07   -0.88669E-05   -0.33509E-07    0.71463E-10
    50    0.14775E+04    0.93319E+00   -0.85251E-05    0.93319E+00    0.97137E-01   -0.33739E-07   -0.85251E-05   -0.33739E-07    0.68275E-10
    51    0.14979E+04    0.78199E+00   -0.81932E-05    0.78199E+00    0.10358E+00   -0.33444E-07   -0.81932E-05   -0.33444E-07    0.65271E-10
    52    0.15186E+04    0.61840E+00   -0.78709E-05    0.61840E+00    0.11025E+00   -0.32701E-07   -0.78709E-05   -0.32701E-07    0.62440E-10
    53    0.15396E+04    0.44242E+00   -0.75576E-05    0.44242E+00    0.11720E+00   -0.31626E-07   -0.75576E-05   -0.31626E-07    0.59769E-10
    54    0.15606E+04    0.25419E+00   -0.72540E-05    0.25419E+00    0.12439E+00   -0.30334E-07   -0.72540E-05   -0.30334E-07    0.57246E-10
    55    0.15818E+04    0.53826E-01   -0.69608E-05    0.53826E-01    0.13185E+00   -0.28947E-07   -0.69608E-05   -0.28947E-07    0.54862E-10
    56    0.16034E+04   -0.15831E+00   -0.66769E-05   -0.15831E+00    0.13957E+00   -0.27616E-07   -0.66769E-05   -0.27616E-07    0.52607E-10
    57    0.16250E+04   -0.38200E+00   -0.64014E-05   -0.38200E+00    0.14755E+00   -0.26479E-07   -0.64014E-05   -0.26479E-07    0.50472E-10
    58    0.16470E+04   -0.61762E+00   -0.61345E-05   -0.61762E+00    0.15581E+00   -0.25592E-07   -0.61345E-05   -0.25592E-07    0.48450E-10
    59    0.16691E+04   -0.86526E+00   -0.58767E-05   -0.86526E+00    0.16434E+00   -0.24970E-07   -0.58767E-05   -0.24970E-07    0.46532E-10
    60    0.16915E+04   -0.11234E+01   -0.56280E-05   -0.11234E+01    0.17310E+00   -0.24561E-07   -0.56280E-05   -0.24561E-07    0.44713E-10
    61    0.17143E+04   -0.13907E+01   -0.53879E-05   -0.13907E+01    0.18211E+00   -0.24300E-07   -0.53879E-05   -0.24300E-07    0.42985E-10
    62    0.17371E+04   -0.16686E+01   -0.51564E-05   -0.16686E+01    0.19136E+00   -0.24144E-07   -0.51564E-05   -0.24144E-07    0.41343E-10
    63    0.17600E+04   -0.19590E+01   -0.49332E-05   -0.19590E+01    0.20085E+00   -0.24054E-07   -0.49332E-05   -0.24054E-07    0.39782E-10
    64    0.17832E+04   -0.22640E+01   -0.47182E-05   -0.22640E+01    0.21063E+00   -0.23992E-07   -0.47182E-05   -0.23992E-07    0.38298E-10
    65    0.18065E+04   -0.25852E+01   -0.45112E-05   -0.25852E+01    0.22072E+00   -0.23921E-07   -0.45112E-05   -0.23921E-07    0.36886E-10
    66    0.18300E+04   -0.29215E+01   -0.43121E-05   -0.29215E+01    0.23106E+00   -0.23801E-07   -0.43121E-05   -0.23801E-07    0.35542E-10
    67    0.18536E+04   -0.32709E+01   -0.41207E-05   -0.32709E+01    0.24165E+00   -0.23596E-07   -0.41207E-05   -0.23596E-07    0.34261E-10
    68    0.18776E+04   -0.36319E+01   -0.39368E-05   -0.36319E+01    0.25251E+00   -0.23277E-07   -0.39368E-05   -0.23277E-07    0.33038E-10
    69    0.19018E+04   -0.40020E+01   -0.37602E-05   -0.40020E+01    0.26358E+00   -0.22865E-07   -0.37602E-05   -0.22865E-07    0.31871E-10
    70    0.19263E+04   -0.43814E+01   -0.35907E-05   -0.43814E+01    0.27487E+00   -0.22389E-07   -0.35907E-05   -0.22389E-07    0.30758E-10
    71    0.19511E+04   -0.47713E+01   -0.34280E-05   -0.47713E+01    0.28635E+00   -0.21881E-07   -0.34280E-05   -0.21881E-07    0.29694E-10
    72    0.19760E+04   -0.51731E+01   -0.32719E-05   -0.51731E+01    0.29802E+00   -0.21371E-07   -0.32719E-05   -0.21371E-07    0.28678E-10
    73    0.20012E+04   -0.55875E+01   -0.31221E-05   -0.55875E+01    0.30987E+00   -0.20889E-07   -0.31221E-05   -0.20889E-07    0.27707E-10
    74    0.20264E+04   -0.60136E+01   -0.29784E-05   -0.60136E+01    0.32190E+00   -0.20467E-07   -0.29784E-05   -0.20467E-07    0.26778E-10
    75    0.20520E+04   -0.64504E+01   -0.28405E-05   -0.64504E+01    0.33415E+00   -0.20125E-07   -0.28405E-05   -0.20125E-07    0.25889E-10
    76    0.20777E+04   -0.68981E+01   -0.27083E-05   -0.68981E+01    0.34663E+00   -0.19857E-07   -0.27083E-05   -0.19857E-07    0.25037E-10
    77    0.21037E+04   -0.73567E+01   -0.25815E-05   -0.73567E+01    0.35934E+00   -0.19643E-07   -0.25815E-05   -0.19643E-07    0.24221E-10
    78    0.21299E+04   -0.78276E+01   -0.24600E-05   -0.78276E+01    0.37230E+00   -0.19466E-07   -0.24600E-05   -0.19466E-07    0.23440E-10
    79    0.21563E+04   -0.83069E+01   -0.23436E-05   -0.83069E+01    0.38544E+00   -0.19310E-07   -0.23436E-05   -0.19310E-07    0.22691E-10
    80    0.21830E+04   -0.87961E+01   -0.22320E-05   -0.87961E+01    0.39876E+00   -0.19157E-07   -0.22320E-05   -0.19157E-07    0.21973E-10
    81    0.22099E+04   -0.92956E+01   -0.21252E-05   -0.92956E+01    0.41221E+00   -0.18990E-07   -0.21252E-05   -0.18990E-07    0.21283E-10
    82    0.22370E+04   -0.98052E+01   -0.20228E-05   -0.98052E+01    0.42581E+00   -0.18795E-07   -0.20228E-05   -0.18795E-07    0.20621E-10
    83    0.22643E+04   -0.10325E+02   -0.19248E-05   -0.10325E+02    0.43954E+00   -0.18575E-07   -0.19248E-05   -0.18575E-07    0.19986E-10
    84    0.22919E+04   -0.10853E+02   -0.18310E-05   -0.10853E+02    0.45341E+00   -0.18336E-07   -0.18310E-05   -0.18336E-07    0.19375E-10
    85    0.23196E+04   -0.11391E+02   -0.17412E-05   -0.11391E+02    0.46739E+00   -0.18085E-07   -0.17412E-05   -0.18085E-07    0.18788E-10
