#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   1.55604E+003   5.24378E+000  -4.01836E-003   5.24378E+000   6.11332E-002  -8.54067E-006  -4.01836E-003  -8.54067E-006   2.38785E-008
     3   1.39830E+003   5.73838E+000  -2.76265E-003   5.73838E+000   1.00415E-001  -7.16745E-006  -2.76265E-003  -7.16745E-006   1.43838E-008
     4   1.29470E+003   5.52071E+000  -2.09222E-003   5.52071E+000   1.10651E-001  -5.51792E-006  -2.09222E-003  -5.51792E-006   9.88224E-009
     5   1.22149E+003   4.90739E+000  -1.67403E-003   4.90739E+000   9.48118E-002  -3.93851E-006  -1.67403E-003  -3.93851E-006   7.30695E-009
     6   1.16891E+003   4.11925E+000  -1.38756E-003   4.11925E+000   6.70253E-002  -2.57379E-006  -1.38756E-003  -2.57379E-006   5.66287E-009
     7   1.13156E+003   3.30849E+000  -1.17911E-003   3.30849E+000   4.07880E-002  -1.49257E-006  -1.17911E-003  -1.49257E-006   4.53731E-009
     8   1.10548E+003   2.57583E+000  -1.02071E-003   2.57583E+000   2.30315E-002  -7.10593E-007  -1.02071E-003  -7.10593E-007   3.72702E-009
     9   1.08819E+003   1.98340E+000  -8.96343E-004   1.98340E+000   1.41033E-002  -2.08384E-007  -8.96343E-004  -2.08384E-007   3.12145E-009
    10   1.07723E+003   1.56310E+000  -7.95932E-004   1.56310E+000   1.08629E-002   5.71612E-008  -7.95932E-004   5.71612E-008   2.65493E-009
    11   1.07133E+003   1.31731E+000  -7.13345E-004   1.31731E+000   9.87354E-003   1.42359E-007  -7.13345E-004   1.42359E-007   2.28746E-009
    12   1.06904E+003   1.22522E+000  -6.43949E-004   1.22522E+000   9.14828E-003   1.06191E-007  -6.43949E-004   1.06191E-007   1.99143E-009
    13   1.06989E+003   1.25074E+000  -5.85169E-004   1.25074E+000   8.24098E-003   2.93811E-009  -5.85169E-004   2.93811E-009   1.74991E-009
    14   1.07285E+003   1.35039E+000  -5.34579E-004   1.35039E+000   7.48215E-003  -1.22741E-007  -5.34579E-004  -1.22741E-007   1.54945E-009
    15   1.07792E+003   1.48300E+000  -4.90838E-004   1.48300E+000   7.21216E-003  -2.38638E-007  -4.90838E-004  -2.38638E-007   1.38154E-009
    16   1.08471E+003   1.61555E+000  -4.52651E-004   1.61555E+000   7.44300E-003  -3.25171E-007  -4.52651E-004  -3.25171E-007   1.23926E-009
    17   1.09279E+003   1.72587E+000  -4.18988E-004   1.72587E+000   7.93347E-003  -3.74116E-007  -4.18988E-004  -3.74116E-007   1.11736E-009
    18   1.10161E+003   1.80254E+000  -3.89265E-004   1.80254E+000   8.42843E-003  -3.86477E-007  -3.89265E-004  -3.86477E-007   1.01239E-009
    19   1.11276E+003   1.84935E+000  -3.62836E-004   1.84935E+000   8.84589E-003  -3.69347E-007  -3.62836E-004  -3.69347E-007   9.21227E-010
    20   1.12428E+003   1.87021E+000  -3.39143E-004   1.87021E+000   9.26993E-003  -3.32946E-007  -3.39143E-004  -3.32946E-007   8.41450E-010
    21   1.13655E+003   1.87789E+000  -3.17836E-004   1.87789E+000   9.87903E-003  -2.88046E-007  -3.17836E-004  -2.88046E-007   7.71297E-010
    22   1.14951E+003   1.88487E+000  -2.98601E-004   1.88487E+000   1.08260E-002  -2.43938E-007  -2.98601E-004  -2.43938E-007   7.09310E-010
    23   1.16305E+003   1.90123E+000  -2.81131E-004   1.90123E+000   1.21825E-002  -2.07269E-007  -2.81131E-004  -2.07269E-007   6.54219E-010
    24   1.17707E+003   1.93283E+000  -2.65196E-004   1.93283E+000   1.39446E-002  -1.81650E-007  -2.65196E-004  -1.81650E-007   6.05049E-010
    25   1.19153E+003   1.98099E+000  -2.50610E-004   1.98099E+000   1.60701E-002  -1.67735E-007  -2.50610E-004  -1.67735E-007   5.60980E-010
    26   1.20640E+003   2.04250E+000  -2.37229E-004   2.04250E+000   1.85121E-002  -1.63825E-007  -2.37229E-004  -1.63825E-007   5.21353E-010
    27   1.22164E+003   2.11077E+000  -2.24905E-004   2.11077E+000   2.12320E-002  -1.66836E-007  -2.24905E-004  -1.66836E-007   4.85568E-010
    28   1.23723E+003   2.17781E+000  -2.13537E-004   2.17781E+000   2.41973E-002  -1.73272E-007  -2.13537E-004  -1.73272E-007   4.53170E-010
    29   1.25320E+003   2.23504E+000  -2.03005E-004   2.23504E+000   2.73776E-002  -1.79850E-007  -2.03005E-004  -1.79850E-007   4.23713E-010
    30   1.26952E+003   2.27611E+000  -1.93257E-004   2.27611E+000   3.07479E-002  -1.84026E-007  -1.93257E-004  -1.84026E-007   3.96895E-010
    31   1.28616E+003   2.29566E+000  -1.84201E-004   2.29566E+000   3.42958E-002  -1.84277E-007  -1.84201E-004  -1.84277E-007   3.72385E-010
    32   1.30315E+003   2.29284E+000  -1.75784E-004   2.29284E+000   3.80299E-002  -1.80305E-007  -1.75784E-004  -1.80305E-007   3.49949E-010
    33   1.32050E+003   2.26757E+000  -1.67929E-004   2.26757E+000   4.19798E-002  -1.72753E-007  -1.67929E-004  -1.72753E-007   3.29346E-010
    34   1.33811E+003   2.22322E+000  -1.60597E-004   2.22322E+000   4.61887E-002  -1.62814E-007  -1.60597E-004  -1.62814E-007   3.10399E-010
    35   1.35602E+003   2.16268E+000  -1.53737E-004   2.16268E+000   5.07004E-002  -1.51838E-007  -1.53737E-004  -1.51838E-007   2.92930E-010
    36   1.37423E+003   2.09050E+000  -1.47308E-004   2.09050E+000   5.55504E-002  -1.41162E-007  -1.47308E-004  -1.41162E-007   2.76791E-010
    37   1.39270E+003   2.00920E+000  -1.41269E-004   2.00920E+000   6.07606E-002  -1.31915E-007  -1.41269E-004  -1.31915E-007   2.61858E-010
    38   1.41143E+003   1.92104E+000  -1.35586E-004   1.92104E+000   6.63430E-002  -1.24870E-007  -1.35586E-004  -1.24870E-007   2.48011E-010
    39   1.43042E+003   1.82573E+000  -1.30232E-004   1.82573E+000   7.22890E-002  -1.19936E-007  -1.30232E-004  -1.19936E-007   2.35153E-010
    40   1.44953E+003   1.72225E+000  -1.25182E-004   1.72225E+000   7.85912E-002  -1.16809E-007  -1.25182E-004  -1.16809E-007   2.23197E-010
    41   1.46898E+003   1.60908E+000  -1.20413E-004   1.60908E+000   8.52453E-002  -1.15116E-007  -1.20413E-004  -1.15116E-007   2.12057E-010
    42   1.48863E+003   1.48365E+000  -1.15903E-004   1.48365E+000   9.22408E-002  -1.14208E-007  -1.15903E-004  -1.14208E-007   2.01663E-010
    43   1.50863E+003   1.34307E+000  -1.11634E-004   1.34307E+000   9.95681E-002  -1.13405E-007  -1.11634E-004  -1.13405E-007   1.91954E-010
    44   1.52870E+003   1.18501E+000  -1.07591E-004   1.18501E+000   1.07214E-001  -1.12189E-007  -1.07591E-004  -1.12189E-007   1.82873E-010
    45   1.54908E+003   1.00798E+000  -1.03759E-004   1.00798E+000   1.15184E-001  -1.10179E-007  -1.03759E-004  -1.10179E-007   1.74365E-010
