#    L    TT             EE             TE             PP             TP          
     2   1.17315E+003   5.53198E-002   3.67117E+000   1.18985E+006   3.21474E+004
     3   1.09980E+003   9.19706E-002   4.59658E+000   1.83448E+006   3.81366E+004
     4   1.02986E+003   1.05695E-001   4.74754E+000   2.41032E+006   4.08686E+004
     5   9.75363E+002   9.62403E-002   4.43029E+000   2.92089E+006   4.18528E+004
     6   9.35511E+002   7.32838E-002   3.88711E+000   3.37304E+006   4.18383E+004
     7   9.07596E+002   4.81466E-002   3.27323E+000   3.77523E+006   4.12375E+004
     8   8.88834E+002   2.84360E-002   2.68177E+000   4.13442E+006   4.02914E+004
     9   8.77408E+002   1.65938E-002   2.16549E+000   4.45668E+006   3.91552E+004
    10   8.71422E+002   1.12567E-002   1.75337E+000   4.74606E+006   3.79244E+004
    11   8.69842E+002   9.54662E-003   1.45536E+000   5.00771E+006   3.66737E+004
    12   8.71480E+002   8.98495E-003   1.26712E+000   5.24269E+006   3.54307E+004
    13   8.75841E+002   8.31103E-003   1.17479E+000   5.45639E+006   3.42309E+004
    14   8.82037E+002   7.34947E-003   1.15726E+000   5.64891E+006   3.30743E+004
    15   8.89966E+002   6.44703E-003   1.19167E+000   5.82421E+006   3.19668E+004
    16   8.99256E+002   5.94322E-003   1.25663E+000   5.98330E+006   3.09048E+004
    17   9.09533E+002   5.92533E-003   1.33448E+000   6.12658E+006   2.98842E+004
    18   9.20209E+002   6.25481E-003   1.41138E+000   6.25722E+006   2.89032E+004
    19   9.32903E+002   6.73687E-003   1.48324E+000   6.37572E+006   2.79525E+004
    20   9.45719E+002   7.24078E-003   1.54354E+000   6.48245E+006   2.70362E+004
    21   9.59073E+002   7.76775E-003   1.59350E+000   6.57894E+006   2.61483E+004
    22   9.72949E+002   8.40545E-003   1.63562E+000   6.66635E+006   2.52914E+004
    23   9.87257E+002   9.25869E-003   1.67331E+000   6.74493E+006   2.44670E+004
    24   1.00197E+003   1.03937E-002   1.71048E+000   6.81546E+006   2.36749E+004
    25   1.01702E+003   1.18224E-002   1.74943E+000   6.87855E+006   2.29182E+004
    26   1.03241E+003   1.35202E-002   1.79224E+000   6.93500E+006   2.21936E+004
    27   1.04806E+003   1.54538E-002   1.83790E+000   6.98497E+006   2.15058E+004
    28   1.06399E+003   1.76011E-002   1.88617E+000   7.02925E+006   2.08493E+004
    29   1.08019E+003   1.99536E-002   1.93347E+000   7.06768E+006   2.02260E+004
    30   1.09662E+003   2.25117E-002   1.97811E+000   7.10138E+006   1.96284E+004
    31   1.11326E+003   2.52742E-002   2.01568E+000   7.13013E+006   1.90586E+004
    32   1.13015E+003   2.82375E-002   2.04489E+000   7.15469E+006   1.85112E+004
    33   1.14728E+003   3.13963E-002   2.06240E+000   7.17499E+006   1.79873E+004
    34   1.16460E+003   3.47518E-002   2.06775E+000   7.19161E+006   1.74811E+004
    35   1.18215E+003   3.83128E-002   2.05972E+000   7.20464E+006   1.69932E+004
    36   1.19992E+003   4.20970E-002   2.03913E+000   7.21429E+006   1.65220E+004
    37   1.21789E+003   4.61252E-002   2.00605E+000   7.22090E+006   1.60692E+004
    38   1.23608E+003   5.04207E-002   1.96165E+000   7.22461E+006   1.56325E+004
    39   1.25447E+003   5.49900E-002   1.90678E+000   7.22559E+006   1.52116E+004
    40   1.27292E+003   5.98411E-002   1.84201E+000   7.22403E+006   1.48070E+004
    41   1.29166E+003   6.49846E-002   1.76770E+000   7.22010E+006   1.44190E+004
    42   1.31052E+003   7.04210E-002   1.68396E+000   7.21397E+006   1.40467E+004
