     2    0.10209E+04    0.37592E-01    0.16890E-05    0.29752E+01
     3    0.97019E+03    0.53966E-01    0.33785E-05    0.34597E+01
     4    0.91903E+03    0.53275E-01    0.56320E-05    0.33684E+01
     5    0.87969E+03    0.41176E-01    0.84500E-05    0.29802E+01
     6    0.85199E+03    0.26473E-01    0.11833E-04    0.24894E+01
     7    0.83376E+03    0.15083E-01    0.15783E-04    0.20109E+01
     8    0.82235E+03    0.86096E-02    0.20301E-04    0.16068E+01
     9    0.81637E+03    0.58407E-02    0.25386E-04    0.12977E+01
    10    0.81451E+03    0.48586E-02    0.31042E-04    0.10869E+01
    11    0.81539E+03    0.43386E-02    0.37270E-04    0.96691E+00
    12    0.81951E+03    0.39154E-02    0.44070E-04    0.92422E+00
    13    0.82521E+03    0.33529E-02    0.51446E-04    0.93428E+00
    14    0.83163E+03    0.30761E-02    0.59397E-04    0.97142E+00
    15    0.83917E+03    0.30786E-02    0.67927E-04    0.10238E+01
    16    0.84834E+03    0.32312E-02    0.77037E-04    0.10841E+01
    17    0.85907E+03    0.35660E-02    0.86728E-04    0.11465E+01
    18    0.87046E+03    0.39737E-02    0.97004E-04    0.12079E+01
    19    0.88334E+03    0.44647E-02    0.10786E-03    0.12673E+01
    20    0.89604E+03    0.51218E-02    0.11931E-03    0.13227E+01
    21    0.90894E+03    0.59299E-02    0.13135E-03    0.13781E+01
    22    0.92234E+03    0.69275E-02    0.14398E-03    0.14367E+01
    23    0.93604E+03    0.81072E-02    0.15720E-03    0.14988E+01
    24    0.95012E+03    0.94251E-02    0.17102E-03    0.15630E+01
    25    0.96455E+03    0.10909E-01    0.18543E-03    0.16267E+01
    26    0.97915E+03    0.12560E-01    0.20044E-03    0.16882E+01
    27    0.99417E+03    0.14360E-01    0.21605E-03    0.17453E+01
    28    0.10094E+04    0.16315E-01    0.23226E-03    0.17964E+01
    29    0.10250E+04    0.18433E-01    0.24907E-03    0.18403E+01
    30    0.10408E+04    0.20733E-01    0.26649E-03    0.18747E+01
    31    0.10566E+04    0.23229E-01    0.28451E-03    0.19010E+01
    32    0.10728E+04    0.25921E-01    0.30313E-03    0.19204E+01
    33    0.10894E+04    0.28805E-01    0.32236E-03    0.19310E+01
    34    0.11061E+04    0.31892E-01    0.34220E-03    0.19312E+01
    35    0.11230E+04    0.35202E-01    0.36264E-03    0.19235E+01
    36    0.11399E+04    0.38761E-01    0.38368E-03    0.19094E+01
    37    0.11569E+04    0.42557E-01    0.40534E-03    0.18871E+01
    38    0.11743E+04    0.46582E-01    0.42760E-03    0.18562E+01
    39    0.11921E+04    0.50837E-01    0.45047E-03    0.18161E+01
    40    0.12100E+04    0.55332E-01    0.47394E-03    0.17660E+01
    41    0.12281E+04    0.60079E-01    0.49802E-03    0.17051E+01
    42    0.12462E+04    0.65090E-01    0.52270E-03    0.16324E+01
