  0.153555E-04  0.255887E+08  0.255887E+08  0.341020E+08  0.341016E+08  0.000000E+00  0.255887E+08  0.255887E+08  0.255987E+08 -0.605355E+00  0.191906E+08  0.191906E+08  0.548000E+01
  0.169669E-04  0.255885E+08  0.255885E+08  0.340982E+08  0.340977E+08  0.000000E+00  0.255885E+08  0.255885E+08  0.255986E+08 -0.605351E+00  0.191907E+08  0.191907E+08  0.605408E+01
  0.187474E-04  0.255883E+08  0.255883E+08  0.340935E+08  0.340930E+08  0.000000E+00  0.255883E+08  0.255883E+08  0.255983E+08 -0.605345E+00  0.191909E+08  0.191909E+08  0.669329E+01
  0.207147E-04  0.255880E+08  0.255880E+08  0.340878E+08  0.340871E+08  0.000000E+00  0.255880E+08  0.255880E+08  0.255981E+08 -0.605339E+00  0.191911E+08  0.191911E+08  0.739322E+01
  0.228885E-04  0.255877E+08  0.255877E+08  0.340809E+08  0.340800E+08  0.000000E+00  0.255877E+08  0.255877E+08  0.255977E+08 -0.605331E+00  0.191913E+08  0.191913E+08  0.816814E+01
  0.252905E-04  0.255873E+08  0.255873E+08  0.340724E+08  0.340714E+08  0.000000E+00  0.255873E+08  0.255873E+08  0.255973E+08 -0.605322E+00  0.191916E+08  0.191916E+08  0.902481E+01
  0.279444E-04  0.255868E+08  0.255868E+08  0.340620E+08  0.340608E+08  0.000000E+00  0.255868E+08  0.255868E+08  0.255968E+08 -0.605310E+00  0.191919E+08  0.191919E+08  0.997278E+01
  0.308769E-04  0.255862E+08  0.255862E+08  0.340494E+08  0.340479E+08  0.000000E+00  0.255862E+08  0.255862E+08  0.255962E+08 -0.605296E+00  0.191924E+08  0.191924E+08  0.110181E+02
  0.341171E-04  0.255854E+08  0.255854E+08  0.340340E+08  0.340321E+08  0.000000E+00  0.255854E+08  0.255854E+08  0.255955E+08 -0.605278E+00  0.191929E+08  0.191929E+08  0.121746E+02
  0.376974E-04  0.255846E+08  0.255845E+08  0.340152E+08  0.340129E+08  0.000000E+00  0.255846E+08  0.255846E+08  0.255946E+08 -0.605257E+00  0.191935E+08  0.191935E+08  0.134492E+02
  0.416534E-04  0.255835E+08  0.255835E+08  0.339922E+08  0.339894E+08  0.000000E+00  0.255835E+08  0.255835E+08  0.255935E+08 -0.605231E+00  0.191943E+08  0.191943E+08  0.148577E+02
  0.460245E-04  0.255821E+08  0.255821E+08  0.339642E+08  0.339608E+08  0.000000E+00  0.255821E+08  0.255821E+08  0.255922E+08 -0.605199E+00  0.191953E+08  0.191953E+08  0.164134E+02
  0.508543E-04  0.255805E+08  0.255805E+08  0.339300E+08  0.339259E+08  0.000000E+00  0.255805E+08  0.255805E+08  0.255905E+08 -0.605161E+00  0.191965E+08  0.191965E+08  0.181304E+02
  0.561909E-04  0.255786E+08  0.255785E+08  0.338883E+08  0.338833E+08  0.000000E+00  0.255786E+08  0.255786E+08  0.255886E+08 -0.605114E+00  0.191979E+08  0.191979E+08  0.200267E+02
  0.620876E-04  0.255761E+08  0.255761E+08  0.338375E+08  0.338314E+08  0.000000E+00  0.255761E+08  0.255761E+08  0.255861E+08 -0.605057E+00  0.191996E+08  0.191996E+08  0.221197E+02
  0.686030E-04  0.255732E+08  0.255732E+08  0.337756E+08  0.337681E+08  0.000000E+00  0.255732E+08  0.255732E+08  0.255832E+08 -0.604987E+00  0.192018E+08  0.192017E+08  0.244287E+02
  0.758022E-04  0.255696E+08  0.255696E+08  0.337001E+08  0.336910E+08  0.000000E+00  0.255696E+08  0.255696E+08  0.255796E+08 -0.604901E+00  0.192043E+08  0.192043E+08  0.269756E+02
  0.837569E-04  0.255653E+08  0.255653E+08  0.336081E+08  0.335971E+08  0.000000E+00  0.255653E+08  0.255653E+08  0.255752E+08 -0.604797E+00  0.192075E+08  0.192075E+08  0.297846E+02
  0.925463E-04  0.255600E+08  0.255600E+08  0.334962E+08  0.334828E+08  0.000000E+00  0.255600E+08  0.255600E+08  0.255699E+08 -0.604671E+00  0.192113E+08  0.192113E+08  0.328807E+02
  0.102258E-03  0.255535E+08  0.255535E+08  0.333600E+08  0.333436E+08  0.000000E+00  0.255535E+08  0.255535E+08  0.255634E+08 -0.604517E+00  0.192160E+08  0.192159E+08  0.362913E+02
  0.112989E-03  0.255456E+08  0.255456E+08  0.331944E+08  0.331745E+08  0.000000E+00  0.255456E+08  0.255456E+08  0.255554E+08 -0.604329E+00  0.192216E+08  0.192216E+08  0.400460E+02
  0.124846E-03  0.255361E+08  0.255360E+08  0.329933E+08  0.329691E+08  0.000000E+00  0.255361E+08  0.255361E+08  0.255458E+08 -0.604101E+00  0.192285E+08  0.192284E+08  0.441759E+02
  0.137947E-03  0.255245E+08  0.255244E+08  0.327493E+08  0.327200E+08  0.000000E+00  0.255244E+08  0.255244E+08  0.255341E+08 -0.603824E+00  0.192368E+08  0.192367E+08  0.487144E+02
  0.152424E-03  0.255104E+08  0.255103E+08  0.324536E+08  0.324182E+08  0.000000E+00  0.255103E+08  0.255103E+08  0.255199E+08 -0.603488E+00  0.192468E+08  0.192468E+08  0.536956E+02
  0.168419E-03  0.254933E+08  0.254932E+08  0.320961E+08  0.320532E+08  0.000000E+00  0.254932E+08  0.254932E+08  0.255027E+08 -0.603080E+00  0.192589E+08  0.192589E+08  0.591546E+02
  0.186093E-03  0.254726E+08  0.254725E+08  0.316646E+08  0.316128E+08  0.000000E+00  0.254726E+08  0.254726E+08  0.254819E+08 -0.602587E+00  0.192735E+08  0.192734E+08  0.651261E+02
  0.205621E-03  0.254476E+08  0.254475E+08  0.311451E+08  0.310827E+08  0.000000E+00  0.254476E+08  0.254476E+08  0.254568E+08 -0.601991E+00  0.192909E+08  0.192909E+08  0.716440E+02
  0.227199E-03  0.254175E+08  0.254174E+08  0.305216E+08  0.304468E+08  0.000000E+00  0.254175E+08  0.254175E+08  0.254265E+08 -0.601273E+00  0.193118E+08  0.193118E+08  0.787385E+02
  0.251042E-03  0.253813E+08  0.253812E+08  0.297764E+08  0.296868E+08  0.000000E+00  0.253813E+08  0.253813E+08  0.253901E+08 -0.600411E+00  0.193367E+08  0.193366E+08  0.864348E+02
  0.277386E-03  0.253380E+08  0.253379E+08  0.288896E+08  0.287830E+08  0.000000E+00  0.253380E+08  0.253380E+08  0.253465E+08 -0.599379E+00  0.193660E+08  0.193659E+08  0.947494E+02
