    0.10000E-04    0.30093E-21
    0.10202E-04    0.30070E-21
    0.10408E-04    0.30048E-21
    0.10618E-04    0.95102E+01
    0.10833E-04    0.96950E+01
    0.11052E-04    0.98834E+01
    0.11275E-04    0.10076E+02
    0.11503E-04    0.10271E+02
    0.11735E-04    0.10471E+02
    0.11972E-04    0.10674E+02
    0.12214E-04    0.10882E+02
    0.12461E-04    0.11093E+02
    0.12712E-04    0.11309E+02
    0.12969E-04    0.11529E+02
    0.13231E-04    0.11753E+02
    0.13499E-04    0.11981E+02
    0.13771E-04    0.12214E+02
    0.14049E-04    0.12451E+02
    0.14333E-04    0.12693E+02
    0.14623E-04    0.12940E+02
    0.14918E-04    0.13192E+02
    0.15220E-04    0.13448E+02
    0.15527E-04    0.13709E+02
    0.15841E-04    0.13976E+02
    0.16161E-04    0.14247E+02
    0.16487E-04    0.14524E+02
    0.16820E-04    0.14807E+02
    0.17160E-04    0.15094E+02
    0.17507E-04    0.15388E+02
    0.17860E-04    0.15687E+02
    0.18221E-04    0.15991E+02
    0.18589E-04    0.16302E+02
    0.18965E-04    0.16619E+02
    0.19348E-04    0.16942E+02
    0.19739E-04    0.17271E+02
    0.20138E-04    0.17607E+02
    0.20544E-04    0.17949E+02
    0.20959E-04    0.18298E+02
    0.21383E-04    0.18654E+02
    0.21815E-04    0.19016E+02
    0.22255E-04    0.19386E+02
    0.22705E-04    0.19762E+02
    0.23164E-04    0.20146E+02
    0.23632E-04    0.20538E+02
    0.24109E-04    0.20937E+02
    0.24596E-04    0.21344E+02
    0.25093E-04    0.21759E+02
    0.25600E-04    0.22182E+02
    0.26117E-04    0.22613E+02
    0.26645E-04    0.23052E+02
    0.27183E-04    0.23500E+02
    0.27732E-04    0.23957E+02
    0.28292E-04    0.24422E+02
    0.28864E-04    0.24897E+02
    0.29447E-04    0.25381E+02
    0.30042E-04    0.25874E+02
    0.30649E-04    0.26377E+02
    0.31268E-04    0.26890E+02
    0.31899E-04    0.27412E+02
    0.32544E-04    0.27945E+02
    0.33201E-04    0.28488E+02
    0.33872E-04    0.29042E+02
    0.34556E-04    0.29606E+02
    0.35254E-04    0.30181E+02
    0.35966E-04    0.30768E+02
    0.36693E-04    0.31366E+02
    0.37434E-04    0.31975E+02
    0.38190E-04    0.32597E+02
    0.38962E-04    0.33230E+02
    0.39749E-04    0.33876E+02
    0.40552E-04    0.34534E+02
    0.41371E-04    0.35205E+02
    0.42207E-04    0.35889E+02
    0.43060E-04    0.36587E+02
    0.43929E-04    0.37298E+02
    0.44817E-04    0.38023E+02
    0.45722E-04    0.38762E+02
    0.46646E-04    0.39515E+02
    0.47588E-04    0.40283E+02
    0.48550E-04    0.41065E+02
    0.49530E-04    0.41863E+02
    0.50531E-04    0.42677E+02
    0.51552E-04    0.43506E+02
    0.52593E-04    0.44352E+02
    0.53656E-04    0.45214E+02
    0.54739E-04    0.46092E+02
    0.55845E-04    0.46988E+02
    0.56973E-04    0.47901E+02
    0.58124E-04    0.48832E+02
    0.59299E-04    0.49781E+02
    0.60496E-04    0.50748E+02
    0.61719E-04    0.51734E+02
    0.62965E-04    0.52739E+02
    0.64237E-04    0.53764E+02
    0.65535E-04    0.54809E+02
    0.66859E-04    0.55874E+02
    0.68210E-04    0.56959E+02
    0.69588E-04    0.58066E+02
    0.70993E-04    0.59194E+02
    0.72427E-04    0.60344E+02
    0.73891E-04    0.61517E+02
    0.75383E-04    0.62712E+02
    0.76906E-04    0.63931E+02
    0.78460E-04    0.65173E+02
    0.80045E-04    0.66439E+02
    0.81662E-04    0.67730E+02
    0.83311E-04    0.69046E+02
    0.84994E-04    0.70387E+02
    0.86711E-04    0.71755E+02
    0.88463E-04    0.73149E+02
    0.90250E-04    0.74570E+02
    0.92073E-04    0.76019E+02
    0.93933E-04    0.77495E+02
    0.95831E-04    0.79001E+02
    0.97767E-04    0.80536E+02
    0.99742E-04    0.82100E+02
    0.10176E-03    0.83695E+02
    0.10381E-03    0.85321E+02
    0.10591E-03    0.86978E+02
    0.10805E-03    0.88668E+02
    0.11023E-03    0.90390E+02
    0.11246E-03    0.92146E+02
    0.11473E-03    0.93936E+02
    0.11705E-03    0.95760E+02
    0.11941E-03    0.97620E+02
    0.12182E-03    0.99516E+02
    0.12429E-03    0.10145E+03
    0.12680E-03    0.10342E+03
    0.12936E-03    0.10543E+03
    0.13197E-03    0.10748E+03
    0.13464E-03    0.10956E+03
    0.13736E-03    0.11169E+03
    0.14013E-03    0.11386E+03
    0.14296E-03    0.11607E+03
    0.14585E-03    0.11832E+03
    0.14880E-03    0.12062E+03
    0.15180E-03    0.12296E+03
    0.15487E-03    0.12535E+03
    0.15800E-03    0.12778E+03
    0.16119E-03    0.13026E+03
    0.16445E-03    0.13279E+03
    0.16777E-03    0.13537E+03
    0.17116E-03    0.13800E+03
    0.17462E-03    0.14068E+03
    0.17814E-03    0.14341E+03
    0.18174E-03    0.14619E+03
    0.18541E-03    0.14903E+03
    0.18916E-03    0.15192E+03
    0.19298E-03    0.15487E+03
    0.19688E-03    0.15787E+03
    0.20086E-03    0.16094E+03
    0.20491E-03    0.16406E+03
    0.20905E-03    0.16724E+03
    0.21328E-03    0.17048E+03
    0.21758E-03    0.17379E+03
    0.22198E-03    0.17716E+03
    0.22646E-03    0.18060E+03
    0.23104E-03    0.18410E+03
    0.23571E-03    0.18767E+03
    0.24047E-03    0.19131E+03
    0.24533E-03    0.19502E+03
    0.25028E-03    0.19880E+03
    0.25534E-03    0.20265E+03
    0.26050E-03    0.20658E+03
    0.26576E-03    0.21058E+03
    0.27113E-03    0.21466E+03
    0.27660E-03    0.21882E+03
    0.28219E-03    0.22306E+03
    0.28789E-03    0.22738E+03
    0.29371E-03    0.23178E+03
    0.29964E-03    0.23627E+03
    0.30569E-03    0.24084E+03
    0.31187E-03    0.24550E+03
    0.31817E-03    0.25026E+03
    0.32460E-03    0.25510E+03
    0.33115E-03    0.26003E+03
    0.33784E-03    0.26506E+03
    0.34467E-03    0.27019E+03
    0.35163E-03    0.27541E+03
    0.35874E-03    0.28074E+03
    0.36598E-03    0.28617E+03
    0.37338E-03    0.29170E+03
    0.38092E-03    0.29733E+03
    0.38861E-03    0.30307E+03
    0.39646E-03    0.30893E+03
    0.40447E-03    0.31489E+03
    0.41264E-03    0.32097E+03
    0.42098E-03    0.32716E+03
    0.42948E-03    0.33347E+03
    0.43816E-03    0.33990E+03
    0.44701E-03    0.34646E+03
    0.45604E-03    0.35313E+03
    0.46525E-03    0.35994E+03
    0.47465E-03    0.36687E+03
    0.48424E-03    0.37393E+03
    0.49402E-03    0.38113E+03
    0.50400E-03    0.38846E+03
    0.51419E-03    0.39593E+03
    0.52457E-03    0.40355E+03
    0.53517E-03    0.41130E+03
    0.54598E-03    0.41920E+03
    0.55701E-03    0.42725E+03
    0.56826E-03    0.43545E+03
    0.57974E-03    0.44380E+03
    0.59145E-03    0.45231E+03
    0.60340E-03    0.46098E+03
    0.61559E-03    0.46981E+03
    0.62803E-03    0.47880E+03
    0.64072E-03    0.48796E+03
    0.65366E-03    0.49729E+03
    0.66686E-03    0.50679E+03
    0.68033E-03    0.51647E+03
    0.69408E-03    0.52633E+03
    0.70810E-03    0.53637E+03
    0.72240E-03    0.54659E+03
    0.73700E-03    0.55700E+03
    0.75189E-03    0.56760E+03
    0.76708E-03    0.57839E+03
    0.78257E-03    0.58938E+03
    0.79838E-03    0.60058E+03
    0.81451E-03    0.61197E+03
    0.83096E-03    0.62357E+03
    0.84775E-03    0.63538E+03
    0.86488E-03    0.64740E+03
    0.88235E-03    0.65964E+03
    0.90017E-03    0.67210E+03
    0.91836E-03    0.68478E+03
    0.93691E-03    0.69769E+03
    0.95583E-03    0.71083E+03
    0.97514E-03    0.72420E+03
    0.99484E-03    0.73780E+03
    0.10149E-02    0.75165E+03
    0.10354E-02    0.76574E+03
    0.10564E-02    0.78008E+03
    0.10777E-02    0.79467E+03
    0.10995E-02    0.80951E+03
    0.11217E-02    0.82461E+03
    0.11443E-02    0.83997E+03
    0.11675E-02    0.85560E+03
    0.11910E-02    0.87149E+03
    0.12151E-02    0.88766E+03
    0.12397E-02    0.90410E+03
    0.12647E-02    0.92083E+03
    0.12902E-02    0.93783E+03
    0.13163E-02    0.95512E+03
    0.13429E-02    0.97271E+03
    0.13700E-02    0.99059E+03
    0.13977E-02    0.10088E+04
    0.14259E-02    0.10272E+04
    0.14547E-02    0.10460E+04
    0.14841E-02    0.10651E+04
    0.15141E-02    0.10845E+04
    0.15447E-02    0.11042E+04
    0.15759E-02    0.11243E+04
    0.16077E-02    0.11446E+04
    0.16402E-02    0.11653E+04
    0.16734E-02    0.11863E+04
    0.17072E-02    0.12077E+04
    0.17416E-02    0.12294E+04
    0.17768E-02    0.12514E+04
    0.18127E-02    0.12737E+04
    0.18493E-02    0.12965E+04
    0.18867E-02    0.13195E+04
    0.19248E-02    0.13429E+04
    0.19637E-02    0.13667E+04
    0.20034E-02    0.13908E+04
    0.20438E-02    0.14153E+04
    0.20851E-02    0.14401E+04
    0.21272E-02    0.14653E+04
    0.21702E-02    0.14909E+04
    0.22141E-02    0.15168E+04
    0.22588E-02    0.15431E+04
    0.23044E-02    0.15698E+04
    0.23510E-02    0.15968E+04
    0.23985E-02    0.16243E+04
    0.24469E-02    0.16521E+04
    0.24964E-02    0.16802E+04
    0.25468E-02    0.17088E+04
    0.25982E-02    0.17377E+04
    0.26507E-02    0.17670E+04
    0.27043E-02    0.17967E+04
    0.27589E-02    0.18268E+04
    0.28146E-02    0.18573E+04
    0.28715E-02    0.18881E+04
    0.29295E-02    0.19193E+04
    0.29887E-02    0.19509E+04
    0.30490E-02    0.19828E+04
    0.31106E-02    0.20152E+04
    0.31735E-02    0.20479E+04
    0.32376E-02    0.20810E+04
    0.33030E-02    0.21144E+04
