     2    0.91070E+03    0.35090E-01    0.29908E-05    0.35265E+01
     3    0.88926E+03    0.63746E-01    0.59825E-05    0.40506E+01
     4    0.86379E+03    0.84652E-01    0.99728E-05    0.41203E+01
     5    0.84148E+03    0.92177E-01    0.14963E-04    0.39072E+01
     6    0.82368E+03    0.86613E-01    0.20954E-04    0.35519E+01
     7    0.81073E+03    0.72023E-01    0.27949E-04    0.31430E+01
     8    0.80209E+03    0.53756E-01    0.35948E-04    0.27343E+01
     9    0.79681E+03    0.36476E-01    0.44954E-04    0.23529E+01
    10    0.79470E+03    0.23107E-01    0.54970E-04    0.20135E+01
    11    0.79522E+03    0.14603E-01    0.65997E-04    0.17216E+01
    12    0.79880E+03    0.10516E-01    0.78040E-04    0.14805E+01
    13    0.80372E+03    0.90747E-02    0.91100E-04    0.12920E+01
    14    0.80911E+03    0.90508E-02    0.10518E-03    0.11546E+01
    15    0.81543E+03    0.93540E-02    0.12029E-03    0.10652E+01
    16    0.82326E+03    0.91091E-02    0.13642E-03    0.10196E+01
    17    0.83247E+03    0.83817E-02    0.15358E-03    0.10095E+01
    18    0.84207E+03    0.73054E-02    0.17177E-03    0.10270E+01
    19    0.85306E+03    0.61924E-02    0.19101E-03    0.10654E+01
    20    0.86389E+03    0.53925E-02    0.21128E-03    0.11151E+01
    21    0.87477E+03    0.49615E-02    0.23259E-03    0.11696E+01
    22    0.88580E+03    0.49344E-02    0.25496E-03    0.12227E+01
    23    0.89688E+03    0.51981E-02    0.27837E-03    0.12719E+01
    24    0.90821E+03    0.55820E-02    0.30283E-03    0.13157E+01
    25    0.91979E+03    0.60043E-02    0.32835E-03    0.13531E+01
    26    0.93145E+03    0.63861E-02    0.35492E-03    0.13848E+01
    27    0.94338E+03    0.67341E-02    0.38255E-03    0.14117E+01
    28    0.95536E+03    0.71035E-02    0.41125E-03    0.14359E+01
    29    0.96754E+03    0.75428E-02    0.44101E-03    0.14588E+01
    30    0.97990E+03    0.81045E-02    0.47183E-03    0.14808E+01
    31    0.99220E+03    0.88239E-02    0.50372E-03    0.15046E+01
    32    0.10046E+04    0.97116E-02    0.53668E-03    0.15325E+01
    33    0.10171E+04    0.10746E-01    0.57071E-03    0.15636E+01
    34    0.10298E+04    0.11909E-01    0.60580E-03    0.15970E+01
    35    0.10426E+04    0.13186E-01    0.64197E-03    0.16333E+01
    36    0.10555E+04    0.14571E-01    0.67921E-03    0.16722E+01
    37    0.10684E+04    0.16057E-01    0.71751E-03    0.17114E+01
    38    0.10813E+04    0.17647E-01    0.75689E-03    0.17500E+01
    39    0.10945E+04    0.19333E-01    0.79734E-03    0.17870E+01
    40    0.11077E+04    0.21113E-01    0.83885E-03    0.18213E+01
    41    0.11211E+04    0.22989E-01    0.88144E-03    0.18512E+01
    42    0.11345E+04    0.24972E-01    0.92509E-03    0.18757E+01
    43    0.11479E+04    0.27070E-01    0.96980E-03    0.18935E+01
    44    0.11613E+04    0.29277E-01    0.10156E-02    0.19044E+01
    45    0.11749E+04    0.31599E-01    0.10624E-02    0.19082E+01
    46    0.11886E+04    0.34042E-01    0.11103E-02    0.19031E+01
    47    0.12024E+04    0.36604E-01    0.11593E-02    0.18904E+01
    48    0.12161E+04    0.39287E-01    0.12093E-02    0.18750E+01
    49    0.12298E+04    0.42073E-01    0.12604E-02    0.18611E+01
    50    0.12438E+04    0.44934E-01    0.13125E-02    0.18461E+01
    51    0.12579E+04    0.47841E-01    0.13657E-02    0.18259E+01
    52    0.12723E+04    0.50886E-01    0.14200E-02    0.17960E+01
    53    0.12865E+04    0.54225E-01    0.14753E-02    0.17536E+01
    54    0.13006E+04    0.57856E-01    0.15316E-02    0.17038E+01
    55    0.13146E+04    0.61766E-01    0.15890E-02    0.16519E+01
    56    0.13288E+04    0.65818E-01    0.16475E-02    0.15968E+01
    57    0.13432E+04    0.69900E-01    0.17070E-02    0.15384E+01
    58    0.13577E+04    0.74021E-01    0.17675E-02    0.14754E+01
    59    0.13722E+04    0.78214E-01    0.18291E-02    0.14068E+01
    60    0.13869E+04    0.82531E-01    0.18917E-02    0.13327E+01
    61    0.14019E+04    0.87064E-01    0.19554E-02    0.12537E+01
    62    0.14166E+04    0.91807E-01    0.20201E-02    0.11683E+01
    63    0.14314E+04    0.96727E-01    0.20859E-02    0.10752E+01
    64    0.14464E+04    0.10184E+00    0.21527E-02    0.97280E+00
    65    0.14612E+04    0.10714E+00    0.22205E-02    0.85996E+00
    66    0.14762E+04    0.11257E+00    0.22894E-02    0.73820E+00
    67    0.14912E+04    0.11812E+00    0.23594E-02    0.60992E+00
    68    0.15064E+04    0.12386E+00    0.24304E-02    0.47645E+00
    69    0.15217E+04    0.12975E+00    0.25025E-02    0.33918E+00
    70    0.15372E+04    0.13584E+00    0.25756E-02    0.19611E+00
    71    0.15528E+04    0.14212E+00    0.26498E-02    0.44626E-01
    72    0.15684E+04    0.14859E+00    0.27250E-02   -0.11630E+00
    73    0.15841E+04    0.15520E+00    0.28013E-02   -0.28681E+00
    74    0.15997E+04    0.16196E+00    0.28786E-02   -0.46556E+00
    75    0.16155E+04    0.16888E+00    0.29571E-02   -0.65059E+00
    76    0.16313E+04    0.17598E+00    0.30365E-02   -0.84101E+00
    77    0.16472E+04    0.18325E+00    0.31171E-02   -0.10371E+01
    78    0.16633E+04    0.19073E+00    0.31987E-02   -0.12411E+01
    79    0.16794E+04    0.19838E+00    0.32815E-02   -0.14498E+01
    80    0.16956E+04    0.20623E+00    0.33652E-02   -0.16654E+01
