  0.161889E-04  0.835389E+07  0.835389E+07  0.111369E+08  0.111368E+08  0.000000E+00  0.835389E+07  0.835389E+07  0.836376E+07 -0.593628E+00  0.800523E+07  0.800523E+07  0.831488E+01
  0.178899E-04  0.835387E+07  0.835387E+07  0.111365E+08  0.111364E+08  0.000000E+00  0.835387E+07  0.835387E+07  0.836374E+07 -0.593626E+00  0.800527E+07  0.800527E+07  0.920137E+01
  0.197697E-04  0.835385E+07  0.835385E+07  0.111360E+08  0.111359E+08  0.000000E+00  0.835385E+07  0.835385E+07  0.836372E+07 -0.593624E+00  0.800529E+07  0.800529E+07  0.101676E+02
  0.218470E-04  0.835382E+07  0.835382E+07  0.111355E+08  0.111354E+08  0.000000E+00  0.835382E+07  0.835382E+07  0.836369E+07 -0.593622E+00  0.800532E+07  0.800532E+07  0.112416E+02
  0.241426E-04  0.835379E+07  0.835379E+07  0.111348E+08  0.111346E+08  0.000000E+00  0.835379E+07  0.835379E+07  0.836366E+07 -0.593620E+00  0.800535E+07  0.800535E+07  0.124188E+02
  0.266794E-04  0.835375E+07  0.835375E+07  0.111339E+08  0.111338E+08  0.000000E+00  0.835375E+07  0.835375E+07  0.836362E+07 -0.593617E+00  0.800539E+07  0.800539E+07  0.137235E+02
  0.294827E-04  0.835371E+07  0.835370E+07  0.111329E+08  0.111327E+08  0.000000E+00  0.835371E+07  0.835371E+07  0.836357E+07 -0.593614E+00  0.800543E+07  0.800543E+07  0.151643E+02
  0.325806E-04  0.835365E+07  0.835364E+07  0.111316E+08  0.111314E+08  0.000000E+00  0.835365E+07  0.835365E+07  0.836351E+07 -0.593609E+00  0.800549E+07  0.800549E+07  0.167595E+02
  0.360040E-04  0.835357E+07  0.835357E+07  0.111301E+08  0.111298E+08  0.000000E+00  0.835357E+07  0.835357E+07  0.836344E+07 -0.593604E+00  0.800556E+07  0.800556E+07  0.185216E+02
  0.397871E-04  0.835349E+07  0.835349E+07  0.111282E+08  0.111278E+08  0.000000E+00  0.835349E+07  0.835349E+07  0.836335E+07 -0.593598E+00  0.800564E+07  0.800564E+07  0.204661E+02
