  0.161889E-04  0.175021E+08  0.175021E+08  0.233289E+08  0.233287E+08  0.000000E+00  0.175021E+08  0.175021E+08  0.175125E+08 -0.621247E+00  0.160864E+08  0.160864E+08  0.676199E+01
  0.178899E-04  0.175021E+08  0.175021E+08  0.233272E+08  0.233269E+08  0.000000E+00  0.175021E+08  0.175021E+08  0.175124E+08 -0.621244E+00  0.160865E+08  0.160865E+08  0.748109E+01
  0.197697E-04  0.175020E+08  0.175020E+08  0.233251E+08  0.233248E+08  0.000000E+00  0.175020E+08  0.175020E+08  0.175123E+08 -0.621241E+00  0.160866E+08  0.160866E+08  0.826656E+01
  0.218470E-04  0.175019E+08  0.175019E+08  0.233225E+08  0.233222E+08  0.000000E+00  0.175019E+08  0.175019E+08  0.175122E+08 -0.621237E+00  0.160867E+08  0.160867E+08  0.913871E+01
  0.241426E-04  0.175017E+08  0.175017E+08  0.233194E+08  0.233190E+08  0.000000E+00  0.175017E+08  0.175017E+08  0.175120E+08 -0.621232E+00  0.160868E+08  0.160868E+08  0.100961E+02
  0.266794E-04  0.175016E+08  0.175016E+08  0.233156E+08  0.233150E+08  0.000000E+00  0.175016E+08  0.175016E+08  0.175119E+08 -0.621226E+00  0.160869E+08  0.160869E+08  0.111565E+02
  0.294827E-04  0.175013E+08  0.175013E+08  0.233110E+08  0.233103E+08  0.000000E+00  0.175013E+08  0.175013E+08  0.175117E+08 -0.621218E+00  0.160871E+08  0.160871E+08  0.123276E+02
  0.325806E-04  0.175011E+08  0.175011E+08  0.233053E+08  0.233044E+08  0.000000E+00  0.175011E+08  0.175011E+08  0.175114E+08 -0.621209E+00  0.160874E+08  0.160873E+08  0.136235E+02
  0.360040E-04  0.175008E+08  0.175008E+08  0.232984E+08  0.232973E+08  0.000000E+00  0.175008E+08  0.175008E+08  0.175111E+08 -0.621198E+00  0.160876E+08  0.160876E+08  0.150551E+02
  0.397871E-04  0.175004E+08  0.175004E+08  0.232899E+08  0.232887E+08  0.000000E+00  0.175004E+08  0.175004E+08  0.175107E+08 -0.621185E+00  0.160880E+08  0.160879E+08  0.166349E+02
  0.439678E-04  0.175000E+08  0.174999E+08  0.232796E+08  0.232781E+08  0.000000E+00  0.175000E+08  0.175000E+08  0.175103E+08 -0.621168E+00  0.160884E+08  0.160883E+08  0.183806E+02
  0.485877E-04  0.174994E+08  0.174994E+08  0.232670E+08  0.232651E+08  0.000000E+00  0.174994E+08  0.174994E+08  0.175097E+08 -0.621148E+00  0.160888E+08  0.160888E+08  0.203083E+02
  0.536931E-04  0.174987E+08  0.174987E+08  0.232516E+08  0.232493E+08  0.000000E+00  0.174987E+08  0.174987E+08  0.175090E+08 -0.621124E+00  0.160894E+08  0.160894E+08  0.224379E+02
